customer_id,calls,internet_usage,login_frequency
261,805,593.67,30
262,503,855.81,8
263,740,217.93,24
264,627,59.39,18
265,638,475.93,24
266,828,379.19,1
267,171,35.18,6
268,625,94.99,5
269,442,515.92,4
270,266,22.76,30
271,347,206.08,8
272,273,110.25,29
273,205,38.41,28
274,455,65.7,28
275,1133,178.01,4
276,89,10.76,18
277,369,288.06,11
278,602,48.99,29
279,189,18.87,3
280,1019,732.42,5
281,358,35.02,11
282,131,30.82,5
283,846,936.91,9
284,147,31.0,17
285,331,51.56,5
286,659,140.08,4
287,333,562.56,10
288,680,272.55,26
289,247,159.01,17
290,355,320.5,8
291,977,686.91,6
292,1162,295.0,5
293,763,229.44,16
294,129,37.87,18
295,335,28.29,18
296,336,176.65,13
297,1019,808.94,28
298,286,38.48,28
299,421,618.13,15
300,271,270.17,15
301,288,70.87,14
302,69,19.25,20
303,272,27.7,25
304,619,101.07,11
305,386,30.48,27
306,941,820.45,11
307,277,39.74,25
308,74,23.93,1
309,368,31.44,20
310,462,124.75,29
311,483,66.84,29
312,286,32.11,7
313,83,38.91,3
314,843,640.52,28
315,304,9.95,25
316,440,97.49,3
317,157,22.63,5
318,98,13.46,27
319,154,296.31,24
320,477,170.62,30
321,748,267.78,29
322,1004,266.3,9
323,628,118.78,7
324,215,47.12,14
325,694,199.89,22
326,334,42.97,13
327,126,16.66,18
328,399,35.35,3
329,106,20.39,28
330,1186,505.39,28
331,527,368.24,10
332,723,66.88,5
333,378,40.92,9
334,227,17.32,26
335,905,733.8,9
336,484,665.27,19
337,732,292.2,20
338,350,269.93,18
339,845,944.94,9
340,378,46.63,8
341,295,33.17,11
342,688,117.77,27
343,751,195.12,19
344,462,494.11,28
345,149,7.54,25
346,694,133.83,21
347,572,201.78,11
348,108,47.71,23
349,79,27.73,22
350,155,8.01,2
351,703,131.06,21
352,282,38.45,14
353,753,729.05,24
354,502,787.99,26
355,137,49.03,1
356,607,252.8,3
357,826,343.99,17
358,698,71.76,23
359,794,131.33,7
360,356,6.32,5
361,1120,951.91,14
362,839,360.45,27
363,151,190.07,19
364,87,43.11,7
365,795,234.05,7
366,483,482.06,15
367,293,276.93,25
368,285,110.81,5
369,142,16.89,16
370,717,396.69,8
371,206,30.6,13
372,433,150.66,13
373,134,40.52,3
374,470,53.21,22
375,745,239.55,6
376,360,22.16,30
377,216,7.0,1
378,641,228.38,5
379,353,19.05,27
380,109,39.98,18
381,213,16.54,15
382,894,416.75,17
383,250,274.08,18
384,395,16.03,21
385,59,13.22,5
386,502,287.11,17
387,481,94.88,22
388,487,199.84,19
389,194,33.53,19
390,267,41.78,12
391,135,44.17,16
392,535,154.43,5
393,367,23.26,9
394,258,10.3,14
395,344,45.97,29
396,275,23.28,13
397,310,123.81,13
398,549,294.95,11
399,442,967.31,2
400,203,29.02,17
401,796,172.76,18
402,573,190.05,30
403,77,19.87,19
404,1015,285.26,11
405,856,347.6,8
406,133,31.62,19
407,454,194.28,7
408,816,566.53,15
409,205,22.81,12
410,147,16.0,11
411,365,22.35,30
412,712,119.04,2
413,461,186.85,20
414,212,31.21,18
415,552,61.5,9
416,342,9.88,19
417,87,28.78,12
418,1168,758.4,11
419,177,173.42,18
420,373,48.18,24
421,394,950.47,26
422,89,6.96,10
423,408,87.74,21
424,279,276.07,28
425,716,167.04,28
426,197,39.59,15
427,330,16.22,18
428,255,5.85,8
429,110,37.26,22
430,190,13.91,6
431,481,110.26,10
432,760,47.29,26
433,737,269.27,17
434,697,458.2,27
435,169,81.42,4
436,392,41.15,25
437,805,693.66,2
438,378,29.07,14
439,152,21.5,22
440,193,30.05,16
441,316,871.49,9
442,235,26.21,29
443,1074,672.23,27
444,851,828.18,25
445,567,803.4,14
446,372,643.26,10
447,398,28.43,19
448,459,156.95,19
449,76,21.84,13
450,976,903.1,28
451,261,9.12,6
452,71,37.93,7
453,380,10.62,21
454,365,42.69,9
455,342,46.52,10
456,361,6.22,6
457,254,23.92,1
458,270,290.01,12
459,528,251.16,14
460,617,991.75,11
461,626,276.48,18
462,564,271.69,13
463,646,165.4,19
464,761,262.63,10
465,635,177.71,4
466,525,195.24,25
467,369,7.52,16
468,935,525.3,22
469,179,13.99,14
470,476,109.56,21
471,717,756.09,21
472,174,37.4,13
473,237,30.59,13
474,986,522.34,17
475,294,30.8,12
476,175,5.8,14
477,307,33.47,1
478,413,170.99,12
479,168,29.45,16
480,385,295.2,2
481,664,49.8,7
482,257,33.26,13
483,205,23.29,2
484,289,22.95,21
485,761,206.4,22
486,269,28.41,8
487,1186,212.78,11
488,470,166.95,26
489,613,719.51,5
490,543,550.52,7
491,602,189.6,25
492,120,28.99,11
493,353,7.36,27
494,240,41.91,8
495,412,856.1,5
496,1038,407.3,30
497,694,133.93,12
498,272,103.71,28
499,416,136.04,2
500,201,42.32,12
501,321,46.9,8
502,730,97.61,11
503,177,82.67,16
504,672,41.04,26
505,334,222.5,8
506,252,26.61,17
507,306,151.63,22
508,727,184.01,7
509,162,13.8,30
510,947,603.24,16
511,644,108.01,19
512,391,47.39,2
513,286,49.8,27
514,239,5.91,5
515,294,20.2,24
516,1155,264.47,20
517,228,21.96,14
518,493,294.71,2
519,458,203.93,14
520,208,298.18,6
521,90,43.48,19
522,784,575.62,22
523,194,17.94,30
524,225,220.83,26
525,162,31.72,8
526,1088,644.92,11
527,302,16.0,10
528,615,154.75,13
529,336,58.48,6
530,326,6.16,15
531,627,266.16,9
532,288,23.67,25
533,193,46.21,19
534,194,113.46,8
535,131,45.71,5
536,662,70.98,16
537,724,111.53,1
538,591,243.74,24
539,663,661.09,23
540,180,94.27,6
541,351,21.56,30
542,367,7.11,13
543,371,10.77,4
544,347,22.05,10
545,522,69.73,6
546,163,173.47,13
547,215,25.6,10
548,745,112.01,19
549,1037,696.01,21
550,221,88.13,17
551,246,15.89,23
552,139,5.75,2
553,445,114.1,5
554,194,25.93,26
555,383,9.74,2
556,773,139.19,24
557,317,23.25,2
558,88,25.77,17
559,331,39.23,12
560,59,19.69,24
561,260,270.23,8
562,555,292.78,10
563,216,14.09,29
564,423,149.81,23
565,170,5.94,7
566,417,141.05,25
567,589,269.48,17
568,476,41.6,30
569,53,6.56,25
570,1183,960.92,26
571,949,514.87,8
572,674,238.68,7
573,247,45.79,28
574,302,15.87,3
575,208,30.53,3
576,297,33.69,3
577,375,663.25,26
578,678,264.9,15
579,428,276.79,18
580,215,12.45,30
581,826,588.11,8
582,354,44.01,18
583,350,37.68,19
584,756,315.02,27
585,992,599.46,29
586,1135,419.46,24
587,476,633.13,11
588,358,48.4,6
589,312,23.75,15
590,421,40.64,13
591,353,40.53,8
592,315,49.23,25
593,425,860.92,21
594,604,722.54,29
595,234,248.73,5
596,752,226.69,2
597,394,27.08,1
598,547,729.98,21
599,101,18.54,20
600,61,13.32,7
601,361,240.31,5
602,481,255.95,15
603,725,827.18,30
604,169,30.21,10
605,486,145.93,24
606,900,369.67,2
607,780,77.17,12
608,311,14.44,27
609,333,16.48,24
610,486,262.82,25
611,899,624.9,3
612,84,13.21,5
613,531,151.05,26
614,639,224.67,30
615,479,158.87,11
616,210,289.63,9
617,455,74.63,12
618,155,36.58,24
619,373,20.23,21
620,518,162.8,10
621,332,235.07,27
622,284,20.13,1
623,416,264.95,17
624,153,7.25,22
625,555,218.6,3
626,770,476.3,29
627,90,15.72,6
628,400,691.91,6
629,997,452.76,7
630,118,25.24,16
631,278,32.87,17
632,741,90.66,14
633,359,14.32,16
634,571,283.16,29
635,376,12.56,12
636,1170,216.57,13
637,174,25.63,13
638,516,989.66,26
639,113,47.82,13
640,269,39.97,29
641,970,209.23,11
642,748,116.13,8
643,406,77.22,13
644,313,11.5,9
645,329,7.65,29
646,301,36.55,3
647,418,225.4,26
648,383,5.32,24
649,761,233.65,15
650,312,267.32,15
651,1030,154.35,12
652,275,19.92,5
653,201,9.42,23
654,117,27.7,16
655,597,154.52,29
656,756,108.43,1
657,1066,493.39,15
658,68,17.32,7
659,224,272.91,6
660,410,190.65,24
661,102,28.23,25
662,205,43.3,18
663,640,187.53,7
664,153,74.46,7
665,295,18.94,13
666,79,20.27,8
667,524,276.25,6
668,232,11.62,17
669,635,75.39,20
670,68,25.47,30
671,886,751.4,18
672,241,37.32,15
673,58,15.5,5
674,510,331.05,15
675,319,46.77,15
676,1128,858.12,30
677,55,43.7,27
678,55,24.76,15
679,619,248.5,5
680,370,20.81,13
681,234,35.15,26
682,291,37.01,21
683,407,250.76,20
684,81,38.54,16
685,650,452.6,26
686,701,261.14,8
687,632,265.77,10
688,218,40.05,22
689,652,255.46,12
690,169,49.03,11
691,323,74.8,2
692,425,150.59,16
693,414,245.42,16
694,477,88.04,19
695,276,9.88,15
696,635,252.25,7
697,433,506.88,23
698,224,20.78,8
699,542,218.81,23
700,297,22.22,22
701,108,6.77,16
702,54,35.88,10
703,349,49.83,18
704,302,81.64,11
705,91,6.58,11
706,106,47.91,7
707,942,662.42,29
708,564,217.18,11
709,221,10.93,7
710,361,12.84,23
711,366,28.68,19
712,101,35.71,27
713,828,500.53,22
714,1130,335.21,5
715,588,371.72,1
716,93,25.23,29
717,563,400.64,4
718,420,555.98,1
719,408,186.02,21
720,217,154.97,29
721,361,34.61,8
722,507,270.39,7
723,305,36.83,27
724,343,20.54,12
725,194,34.35,22
726,355,23.72,1
727,250,17.25,12
728,482,102.15,8
729,228,242.04,16
730,201,31.5,8
731,375,35.43,21
732,261,33.05,28
733,550,198.88,5
734,597,126.42,11
735,197,12.71,13
736,172,29.21,26
737,325,36.88,13
738,962,560.8,21
739,834,595.77,25
740,392,31.94,21
741,381,33.61,21
742,565,269.42,25
743,108,20.98,21
744,309,5.52,14
745,130,13.12,16
746,699,136.24,17
747,593,264.18,3
748,340,31.84,14
749,340,48.64,23
750,678,160.38,7
751,259,100.54,12
752,654,181.19,28
753,79,30.42,15
754,81,36.48,19
755,703,269.09,24
756,451,109.07,5
757,436,167.75,11
758,410,248.9,20
759,594,191.69,13
760,1031,327.88,22
761,498,151.86,6
762,965,909.13,16
763,481,227.81,30
764,597,178.64,25
765,609,222.29,19
766,320,5.48,9
767,359,7.64,13
768,685,101.97,5
769,779,455.14,18
770,242,26.04,12
771,748,628.88,12
772,597,795.46,6
773,301,23.11,8
774,450,275.34,10
775,106,44.52,29
776,328,242.67,12
777,576,287.76,14
778,447,280.79,15
779,658,753.0,18
780,138,35.24,21
781,353,44.95,6
782,457,189.31,3
783,770,194.48,16
784,392,425.97,12
785,936,679.76,2
786,200,25.22,15
787,1106,798.88,8
788,371,21.11,2
789,509,209.36,6
790,349,40.96,4
791,926,695.92,30
792,758,299.58,28
793,237,31.79,5
794,457,702.54,1
795,118,46.48,15
796,339,15.65,1
797,329,48.83,7
798,449,895.01,14
799,160,26.29,20
800,324,215.51,27
801,552,247.93,6
802,239,16.82,4
803,910,800.55,21
804,424,70.32,21
805,742,880.17,4
806,988,409.91,20
807,372,30.55,2
808,699,215.23,21
809,613,344.96,1
810,61,36.72,18
811,367,42.12,15
812,516,140.02,6
813,475,282.9,18
814,559,48.2,6
815,407,134.68,19
816,380,30.78,15
817,241,21.73,23
818,1032,637.28,17
819,382,106.85,21
820,781,84.6,30
821,351,29.35,1
822,350,38.55,6
823,156,11.87,8
824,416,61.58,13
825,399,33.24,12
826,156,27.95,1
827,1143,671.7,14
828,323,166.66,1
829,313,12.87,28
830,334,20.67,21
831,678,295.3,29
832,222,31.81,22
833,494,233.72,14
834,728,240.58,15
835,389,29.07,14
836,835,481.75,12
837,84,28.6,23
838,598,109.88,19
839,693,81.5,8
840,389,34.88,25
841,435,94.36,14
842,97,43.49,23
843,279,101.19,28
844,321,6.6,9
845,418,200.65,28
846,318,266.32,21
847,473,200.56,24
848,263,22.57,7
849,1061,280.04,6
850,485,85.14,24
851,388,221.34,25
852,300,15.91,21
853,250,256.45,5
854,127,48.13,12
855,377,19.18,6
856,466,249.27,4
857,1005,157.17,27
858,387,33.54,26
859,925,278.06,14
860,618,746.96,21
861,76,10.88,8
862,183,26.81,3
863,343,41.07,6
864,182,68.78,24
865,325,49.43,30
866,72,25.43,15
867,272,49.0,9
868,793,88.56,21
869,424,258.05,1
870,280,17.28,26
871,208,11.35,26
872,378,5.46,29
873,220,23.53,10
874,264,9.23,7
875,785,666.18,7
876,417,64.96,28
877,394,108.04,9
878,301,22.41,8
879,747,162.81,10
880,190,25.85,7
881,74,6.31,10
882,115,6.7,9
883,194,11.01,6
884,741,296.97,24
885,321,96.73,1
886,583,59.6,16
887,571,624.76,1
888,346,13.05,25
889,607,241.11,6
890,594,162.23,1
891,176,32.97,21
892,744,477.63,1
893,468,264.82,3
894,218,19.3,16
895,148,12.54,24
896,270,13.31,8
897,56,7.09,3
898,167,54.17,10
899,376,29.95,26
900,420,147.82,8
901,346,259.97,19
902,300,25.2,11
903,286,13.07,14
904,769,272.71,19
905,1041,459.62,28
906,966,929.45,4
907,413,183.93,25
908,101,32.28,2
909,414,637.53,3
910,75,25.87,12
911,376,247.36,10
912,192,38.86,21
913,155,30.94,22
914,177,5.14,24
915,638,94.41,19
916,265,49.53,3
917,390,185.75,5
918,798,98.77,25
919,190,39.59,5
920,185,11.59,12
921,299,106.77,6
922,815,951.47,6
923,698,119.29,17
924,423,178.98,30
925,631,150.31,13
926,259,38.61,15
927,309,10.43,7
928,118,15.1,23
929,78,40.51,10
930,268,22.08,20
931,121,39.53,2
932,693,181.49,9
933,119,20.6,23
934,367,21.49,16
935,441,298.29,3
936,784,80.11,13
937,657,878.82,5
938,686,140.1,15
939,326,511.32,17
940,472,152.47,24
941,952,855.25,12
942,324,104.67,17
943,376,47.82,16
944,346,42.79,27
945,203,24.08,14
946,1179,280.87,7
947,603,295.84,8
948,424,961.21,17
949,218,26.73,1
950,354,153.41,29
951,165,49.24,29
952,304,595.66,21
953,335,40.28,1
954,452,260.72,29
955,365,26.26,24
956,694,724.95,15
957,658,483.82,4
958,55,29.21,22
959,288,9.94,14
960,150,23.14,11
961,151,39.07,19
962,521,276.31,9
963,68,32.44,30
964,395,44.86,9
965,353,563.4,10
966,368,656.51,1
967,496,110.95,26
968,560,187.69,23
969,336,208.95,3
970,78,48.74,10
971,943,601.23,26
972,234,48.66,6
973,618,238.99,12
974,375,12.48,11
975,86,19.86,10
976,397,14.46,30
977,305,5.83,15
978,663,91.0,6
979,778,849.79,1
980,810,225.06,1
981,170,45.33,28
982,398,22.87,18
983,338,142.16,30
984,523,264.35,15
985,795,479.75,26
986,575,108.96,26
987,612,154.32,18
988,695,108.89,29
989,509,155.67,12
990,341,16.01,4
991,267,12.37,27
992,215,14.22,23
993,515,277.73,3
994,276,107.43,9
995,372,9.8,25
996,297,46.37,21
997,204,136.33,7
998,442,661.26,23
999,320,9.53,30
1000,196,150.24,24
1001,350,28.02,18
1002,359,38.39,26
1003,426,891.99,30
1004,75,31.86,28
1005,662,269.99,7
1006,397,115.74,8
1007,718,228.71,27
1008,322,25.67,13
1009,316,6.26,9
1010,126,23.27,6
1011,691,163.02,20
1012,974,499.24,18
1013,193,23.7,28
1014,646,620.78,26
1015,252,6.12,3
1016,216,217.0,2
1017,94,45.52,9
1018,271,10.52,4
1019,678,658.14,2
1020,889,249.41,19
1021,930,523.17,19
1022,490,176.16,6
1023,210,93.77,15
1024,461,841.17,14
1025,162,5.9,1
1026,329,38.75,12
1027,196,48.98,25
1028,351,14.81,24
1029,453,92.21,7
1030,195,48.7,10
1031,260,132.86,23
1032,398,20.35,1
1033,397,5.15,18
1034,125,15.09,14
1035,630,569.85,24
1036,87,32.19,8
1037,706,153.99,22
1038,298,10.04,22
1039,453,640.79,25
1040,251,32.74,15
1041,127,30.92,8
1042,155,29.32,6
1043,396,35.18,5
1044,330,15.03,27
1045,190,291.7,1
1046,353,14.77,4
1047,356,392.87,1
1048,154,33.69,16
1049,103,20.29,20
1050,656,813.04,7
1051,247,146.28,5
1052,170,108.9,21
1053,678,59.85,29
1054,278,12.8,13
1055,161,21.96,14
1056,234,23.46,1
1057,158,14.87,11
1058,50,38.39,16
1059,323,11.65,24
1060,698,88.19,1
1061,346,286.68,1
1062,1130,413.37,24
1063,263,10.23,3
1064,1033,245.62,6
1065,580,545.14,15
1066,232,137.19,24
1067,126,5.49,1
1068,1133,446.87,9
1069,982,657.87,21
1070,827,422.73,23
1071,434,109.59,9
1072,235,38.78,19
1073,252,14.66,8
1074,576,179.63,25
1075,157,32.98,12
1076,478,281.25,23
1077,677,277.25,22
1078,258,15.91,20
1079,1158,411.4,8
1080,472,130.43,1
1081,313,5.02,17
1082,573,250.86,28
1083,503,123.33,24
1084,537,517.74,18
1085,342,89.16,5
1086,352,139.19,8
1087,421,224.91,2
1088,787,718.58,28
1089,482,235.77,13
1090,411,60.27,23
1091,235,102.97,8
1092,151,29.9,24
1093,547,125.97,4
1094,605,167.68,15
1095,322,18.31,7
1096,404,294.69,28
1097,556,764.51,16
1098,1050,334.53,5
1099,341,251.76,6
1100,231,24.11,19
1101,519,206.25,25
1102,413,299.55,30
1103,332,29.7,29
1104,337,17.64,28
1105,197,20.51,7
1106,148,37.16,28
1107,1174,614.44,18
1108,946,419.63,29
1109,312,42.24,3
1110,389,18.81,6
1111,297,26.04,23
1112,554,507.86,12
1113,163,30.98,5
1114,352,34.7,18
1115,243,251.95,2
1116,275,40.83,15
1117,270,38.5,30
1118,1003,324.5,2
1119,427,123.46,13
1120,953,180.29,21
1121,524,83.81,22
1122,966,255.8,1
1123,315,218.72,21
1124,263,38.43,10
1125,287,73.12,9
1126,485,224.64,20
1127,533,100.28,13
1128,208,14.38,28
1129,379,5.69,1
1130,273,9.78,3
1131,213,34.04,22
1132,194,69.81,29
1133,439,407.2,6
1134,327,43.53,21
1135,306,222.05,13
1136,335,233.4,6
1137,961,473.07,11
1138,125,33.83,17
1139,226,176.18,20
1140,400,107.18,10
1141,788,91.55,26
1142,361,48.13,3
1143,243,108.66,8
1144,489,847.76,21
1145,302,27.73,22
1146,426,279.76,9
1147,51,5.35,25
1148,330,551.31,21
1149,186,8.34,15
1150,369,12.18,13
1151,593,263.32,19
1152,417,229.58,26
1153,388,46.64,17
1154,482,147.29,3
1155,62,7.66,17
1156,62,19.22,11
1157,218,35.63,21
1158,633,168.24,4
1159,320,9.0,6
1160,228,70.24,13
1161,277,11.07,7
1162,920,838.64,7
1163,861,839.08,5
1164,452,238.08,2
1165,471,420.72,19
1166,176,14.78,29
1167,389,235.25,7
1168,497,220.61,2
1169,312,164.78,14
1170,163,31.95,18
1171,297,5.89,9
1172,238,35.15,26
1173,952,884.67,27
1174,340,61.58,28
1175,297,35.16,20
1176,89,17.59,26
1177,405,660.14,24
1178,308,225.87,2
1179,386,36.66,10
1180,262,37.8,17
1181,298,22.26,24
1182,401,207.14,9
1183,303,27.38,12
1184,199,45.07,30
1185,146,36.52,26
1186,183,48.23,1
1187,399,44.16,11
1188,972,541.31,6
1189,181,218.69,29
1190,68,46.41,11
1191,696,204.57,15
1192,326,878.02,1
1193,773,867.36,21
1194,235,283.82,14
1195,362,11.81,2
1196,203,133.73,12
1197,468,48.47,22
1198,281,249.95,10
1199,393,14.37,14
1200,552,516.28,17
1201,751,101.83,10
1202,61,28.59,17
1203,154,222.49,5
1204,737,282.94,11
1205,304,42.46,29
1206,272,14.66,17
1207,197,47.89,29
1208,712,174.55,13
1209,442,133.05,9
1210,424,144.87,3
1211,257,19.01,28
1212,389,66.64,3
1213,284,47.83,2
1214,178,12.61,19
1215,181,127.35,23
1216,349,20.37,12
1217,799,418.77,13
1218,1027,322.2,20
1219,183,7.82,4
1220,314,17.02,13
1221,178,250.26,30
1222,1015,897.4,9
1223,958,679.57,4
1224,480,231.37,28
1225,386,30.4,2
1226,214,16.63,30
1227,206,31.58,28
1228,570,165.42,8
1229,503,159.28,6
1230,503,283.78,2
1231,782,222.94,30
1232,200,31.56,22
1233,1196,967.17,24
1234,378,23.8,15
1235,619,280.55,5
1236,314,824.9,19
1237,555,183.69,10
1238,139,36.02,30
1239,670,68.65,4
1240,271,34.36,21
1241,397,160.78,11
1242,155,13.25,6
1243,183,29.04,8
1244,474,49.89,12
1245,305,216.85,19
1246,672,129.53,14
1247,263,27.62,11
1248,316,31.94,11
1249,273,215.44,3
1250,735,117.81,14
1251,162,253.48,23
1252,92,44.3,5
1253,342,21.67,1
1254,120,43.67,24
1255,250,18.33,27
1256,261,34.58,19
1257,323,41.04,13
1258,855,595.28,29
1259,363,19.24,18
1260,129,38.19,13
1261,98,24.16,20
1262,302,35.47,4
1263,229,40.87,29
1264,645,108.73,5
1265,662,585.57,20
1266,591,308.35,3
1267,229,45.51,7
1268,297,39.39,1
1269,239,42.83,21
1270,315,32.85,21
1271,75,44.65,26
1272,274,115.29,8
1273,212,34.19,24
1274,1058,694.44,3
1275,392,930.15,26
1276,381,277.86,7
1277,86,19.8,30
1278,293,177.78,26
1279,686,199.71,12
1280,235,27.76,19
1281,732,75.06,12
1282,784,92.32,14
1283,185,46.68,14
1284,286,210.94,15
1285,647,280.39,25
1286,1092,279.27,14
1287,917,916.9,24
1288,328,49.93,6
1289,212,38.7,11
1290,1152,915.77,20
1291,752,607.95,30
1292,364,222.59,26
1293,180,34.7,28
1294,145,41.93,13
1295,148,27.31,22
1296,221,41.57,25
1297,424,230.04,24
1298,95,15.71,23
1299,782,256.97,1
1300,1027,255.73,30
1301,304,30.5,7
1302,406,592.96,14
1303,503,81.86,25
1304,246,20.15,5
1305,184,214.72,19
1306,112,20.4,13
1307,220,18.06,17
1308,719,625.51,18
1309,147,35.89,23
1310,62,30.79,15
1311,278,48.95,23
1312,466,206.51,21
1313,324,290.84,10
1314,301,27.55,24
1315,73,11.24,14
1316,359,52.72,7
1317,342,94.51,9
1318,293,7.55,2
1319,168,135.87,2
1320,314,6.04,25
1321,571,744.91,4
1322,222,44.99,2
1323,1046,169.31,5
1324,335,426.91,26
1325,275,47.45,21
1326,1102,349.64,24
1327,188,26.22,3
1328,108,38.44,3
1329,448,186.64,5
1330,542,89.99,14
1331,381,28.17,21
1332,303,26.72,8
1333,390,240.75,26
1334,325,124.88,20
1335,389,18.27,8
1336,434,590.2,12
1337,215,158.7,28
1338,775,770.95,19
1339,760,124.53,23
1340,478,108.61,10
1341,417,598.75,14
1342,350,296.17,23
1343,205,37.72,1
1344,476,228.93,30
1345,596,775.85,23
1346,416,91.63,30
1347,330,29.49,19
1348,376,119.52,30
1349,278,38.39,21
1350,242,212.42,29
1351,154,162.0,23
1352,632,233.18,2
1353,365,7.71,2
1354,103,38.11,24
