customer_id,payment_delay,outstanding_amount
228,0,0.0
229,15,170.36
230,1,87.27
231,4,53.46
232,30,243.8
233,0,0.0
234,3,104.77
235,25,12.91
236,0,0.0
237,3,126.64
238,4,161.8
239,30,123.92
240,0,0.0
241,0,0.0
242,0,0.0
243,0,0.0
244,0,0.0
245,2,71.82
246,5,154.04
247,0,0.0
248,0,0.0
249,0,0.0
250,0,0.0
251,0,0.0
252,4,195.16
253,0,0.0
254,1,204.62
255,0,0.0
256,30,151.39
257,0,0.0
258,0,0.0
259,0,0.0
260,1,97.73
261,0,0.0
262,0,0.0
263,5,225.75
264,0,0.0
265,0,48.84
266,0,0.0
267,0,0.0
268,0,0.0
269,0,0.0
270,0,0.0
271,0,0.0
272,1,94.31
273,0,0.0
274,0,0.0
275,0,0.0
276,1,53.55
277,10,54.65
278,0,0.0
279,0,0.0
280,20,114.72
281,0,0.0
282,10,202.94
283,0,0.0
284,0,0.0
285,0,0.0
286,3,34.53
287,0,0.0
288,0,0.0
289,0,0.0
290,1,135.03
291,0,0.0
292,0,0.0
293,0,0.0
294,0,0.0
295,0,0.0
296,5,180.0
297,0,0.0
298,0,0.0
299,4,59.07
300,0,0.0
301,0,0.0
302,0,0.0
303,0,0.0
304,0,29.59
305,1,93.34
306,0,0.0
307,0,0.0
308,0,0.0
309,0,0.0
310,1,83.0
311,0,0.0
312,0,0.0
313,0,0.0
314,0,0.0
315,0,0.0
316,0,0.0
317,4,24.97
318,0,0.0
319,0,0.0
320,5,13.1
321,0,0.0
322,2,31.99
323,1,50.62
324,0,0.0
325,0,37.17
326,0,0.0
327,0,0.0
328,0,0.0
329,30,229.27
330,0,0.0
331,0,0.0
332,1,126.23
333,1,159.48
334,0,0.0
335,0,0.0
336,1,154.28
337,0,0.0
338,1,136.2
339,0,0.0
340,15,46.29
341,0,0.0
342,0,22.2
343,20,152.28
344,2,118.97
345,0,0.0
346,0,0.0
347,0,0.0
348,2,164.38
349,3,65.87
350,0,0.0
351,0,0.0
352,0,0.0
353,0,0.0
354,2,54.72
355,5,127.22
356,30,142.34
357,0,0.0
358,0,0.0
359,0,0.0
360,0,0.0
361,1,47.89
362,0,0.0
363,0,0.0
364,0,0.0
365,0,0.0
366,5,193.09
367,4,174.0
368,0,0.0
369,0,0.0
370,2,116.32
371,0,0.0
372,0,14.06
373,0,0.0
374,0,0.0
375,0,0.0
376,0,0.0
377,10,112.53
378,30,242.49
379,0,0.0
380,0,0.0
381,5,61.98
382,0,0.0
383,1,63.3
384,2,72.66
385,0,0.0
386,2,161.44
387,1,148.76
388,1,168.86
389,0,0.0
390,3,135.37
391,15,119.6
392,0,0.0
393,0,0.0
394,0,0.0
395,10,184.09
396,20,185.97
397,10,213.34
398,0,0.0
399,2,38.35
400,1,82.44
401,1,106.68
402,0,0.0
403,0,12.84
404,0,0.0
405,0,0.0
406,1,222.49
407,0,0.0
408,1,133.36
409,1,156.81
410,1,59.27
411,0,0.0
412,0,0.0
413,10,215.6
414,0,0.0
415,1,88.18
416,0,0.0
417,5,56.64
418,0,0.0
419,2,86.43
420,0,0.0
421,0,24.92
422,0,0.0
423,0,0.0
424,1,93.1
425,0,0.0
426,0,0.0
427,0,0.0
428,0,0.0
429,0,0.0
430,2,63.9
431,0,0.0
432,0,0.0
433,0,0.0
434,0,0.0
435,5,207.68
436,2,11.61
437,0,0.0
438,0,0.0
439,0,0.0
440,0,0.0
441,0,0.0
442,3,202.11
443,0,0.0
444,0,32.19
445,0,0.0
446,0,0.0
447,0,0.0
448,0,0.0
449,0,49.52
450,5,174.29
451,0,0.0
452,0,0.0
453,2,127.76
454,2,183.8
455,2,196.89
456,0,0.0
457,0,0.0
458,0,0.0
459,30,238.6
460,2,176.92
461,0,0.0
462,0,0.0
463,15,169.15
464,15,245.05
465,0,0.0
466,1,88.07
467,5,134.85
468,5,205.45
469,0,0.0
470,0,0.0
471,0,0.0
472,0,0.0
473,0,0.0
474,0,0.0
475,0,0.0
476,0,0.0
477,0,0.0
478,0,0.0
479,0,0.0
480,0,0.0
481,0,0.0
482,1,242.14
483,0,0.0
484,1,63.41
485,0,0.0
486,0,0.0
487,0,0.0
488,25,162.08
489,0,0.0
490,0,0.0
491,0,0.0
492,0,0.0
493,3,214.61
494,15,223.47
495,0,0.0
496,3,150.2
497,0,0.0
498,1,106.07
499,5,48.5
500,0,0.0
501,10,177.79
502,0,0.0
503,3,139.56
504,15,188.13
505,5,155.14
506,0,25.05
507,0,0.0
508,2,43.94
509,0,0.0
510,20,173.76
511,0,0.0
512,30,132.05
513,0,0.0
514,0,0.0
515,2,68.88
516,0,0.0
517,0,39.87
518,10,91.98
519,2,71.04
520,0,8.05
521,0,0.0
522,0,0.0
523,0,0.0
524,3,69.74
525,0,0.0
526,0,0.0
527,0,0.0
528,0,0.0
529,0,0.0
530,0,0.0
531,1,154.22
532,0,0.0
533,2,25.07
534,0,0.0
535,0,0.0
536,0,0.0
537,2,35.05
538,0,0.0
539,0,0.0
540,4,222.89
541,0,0.0
542,3,176.69
543,0,0.0
544,0,0.0
545,3,111.99
546,0,0.0
547,0,0.0
548,0,0.0
549,0,0.0
550,0,0.0
551,0,0.0
552,0,0.0
553,0,0.0
554,0,0.0
555,1,37.41
556,0,0.0
557,0,0.0
558,0,0.0
559,3,178.6
560,0,0.0
561,0,0.0
562,0,0.0
563,0,0.0
564,0,0.0
565,1,93.87
566,0,0.0
567,15,156.51
568,0,0.0
569,0,0.0
570,0,0.0
571,0,0.0
572,0,0.0
573,0,0.0
574,0,31.81
575,1,223.39
576,1,181.25
577,0,0.0
578,0,0.0
579,2,138.39
580,5,21.76
581,10,97.41
582,0,0.0
583,5,209.79
584,0,0.0
585,0,0.0
586,1,103.19
587,3,205.52
588,1,38.8
589,0,0.0
590,0,0.0
591,0,0.0
592,0,0.0
593,2,141.04
594,1,52.49
595,0,0.0
596,0,0.0
597,0,0.0
598,0,22.18
599,0,0.0
600,0,0.0
601,0,0.0
602,15,237.08
603,1,164.41
604,0,0.0
605,4,233.77
606,0,0.0
607,0,0.0
608,4,198.67
609,0,0.0
610,0,0.0
611,0,0.0
612,0,0.0
613,0,0.0
614,10,216.96
615,0,0.0
616,0,0.0
617,0,0.0
618,0,0.0
619,0,0.0
620,0,0.0
621,0,0.0
622,3,121.01
623,0,0.0
624,0,0.0
625,15,118.98
626,5,113.16
627,3,186.9
628,0,0.0
629,10,11.14
630,0,0.0
631,0,0.0
632,0,0.0
633,2,171.84
634,3,222.76
635,0,0.0
636,0,0.0
637,0,0.0
638,2,110.79
639,0,0.0
640,0,0.0
641,0,0.0
642,0,0.0
643,0,0.0
644,0,0.0
645,0,0.0
646,0,0.0
647,0,0.0
648,0,0.0
649,1,101.45
650,0,0.0
651,1,234.01
652,0,0.0
653,0,0.0
654,0,0.0
655,0,0.0
656,1,173.34
657,2,69.19
658,1,84.52
659,5,241.0
660,0,0.0
661,1,70.18
662,0,0.0
663,0,0.0
664,5,47.65
665,0,0.0
666,20,94.02
667,30,177.71
668,0,0.0
669,5,130.82
670,0,0.0
671,1,22.51
672,0,0.0
673,0,0.0
674,0,0.0
675,0,0.0
676,0,0.0
677,1,161.57
678,4,221.07
679,1,57.29
680,0,0.0
681,3,103.13
682,4,112.71
683,10,31.26
684,0,0.0
685,0,0.0
686,0,0.0
687,3,220.72
688,0,0.0
689,0,0.0
690,0,0.0
691,0,0.0
692,10,149.13
693,2,173.41
694,0,0.0
695,0,0.0
696,0,0.0
697,0,0.0
698,3,46.06
699,0,0.0
700,0,0.0
701,0,42.41
702,0,0.0
703,0,0.0
704,1,12.35
705,0,0.0
706,0,0.0
707,15,180.71
708,0,0.0
709,0,0.0
710,5,97.82
711,10,97.74
712,0,0.0
713,0,0.0
714,0,36.93
715,0,0.0
716,0,0.0
717,0,0.0
718,0,0.0
719,0,26.08
720,1,25.03
721,30,51.82
722,30,235.66
723,0,0.0
724,10,138.69
725,0,0.0
726,0,0.0
727,0,0.0
728,0,0.0
729,0,0.0
730,0,0.0
731,0,0.0
732,0,0.0
733,0,0.0
734,0,0.0
735,15,171.61
736,10,165.61
737,0,0.0
738,0,0.0
739,0,0.0
740,0,0.0
741,4,147.15
742,0,0.0
743,3,73.11
744,0,0.0
745,0,0.0
746,1,218.5
747,0,0.0
748,0,0.0
749,0,0.0
750,0,0.0
751,30,189.48
752,0,0.0
753,0,0.0
754,0,0.0
755,0,0.0
756,0,36.98
757,0,0.0
758,3,22.55
759,0,0.0
760,0,0.0
761,0,0.0
762,2,48.19
763,0,0.0
764,0,0.0
765,1,94.44
766,0,0.0
767,0,0.0
768,1,76.72
769,0,0.0
770,0,0.0
771,0,0.0
772,0,0.0
773,5,180.42
774,5,81.34
775,0,0.0
776,0,0.0
777,30,29.16
778,0,0.0
779,30,177.29
780,4,59.38
781,0,0.0
782,4,173.78
783,1,179.05
784,20,132.44
785,0,0.0
786,1,48.97
787,0,42.14
788,0,0.0
789,0,0.0
790,10,95.63
791,0,0.0
792,0,0.0
793,0,0.0
794,0,0.0
795,1,130.17
796,4,207.04
797,0,0.0
798,0,0.0
799,5,187.2
800,0,0.0
801,10,65.65
802,0,0.0
803,10,139.22
804,3,78.92
805,0,0.0
806,1,34.34
807,0,0.0
808,20,168.34
809,0,0.0
810,0,0.0
811,0,0.0
812,0,0.0
813,0,0.0
814,1,72.22
815,0,0.0
816,0,0.0
817,1,246.16
818,1,188.01
819,0,0.0
820,0,0.0
821,0,0.0
822,4,44.13
823,20,25.59
824,2,149.37
825,20,158.27
826,0,0.0
827,0,26.33
828,0,39.25
829,0,0.0
830,0,0.0
831,20,147.32
832,0,0.0
833,0,0.0
834,0,0.0
835,0,0.0
836,0,5.45
837,0,0.0
838,1,184.1
839,1,164.86
840,1,197.2
841,20,26.9
842,0,0.0
843,0,45.67
844,2,246.27
845,20,103.06
846,1,62.91
847,0,0.0
848,1,158.66
849,0,0.0
850,0,0.0
851,0,0.0
852,0,0.0
853,2,62.51
854,30,176.9
855,0,0.0
856,0,0.0
857,4,110.7
858,1,204.15
859,0,41.46
860,0,0.0
861,0,0.0
862,0,0.0
863,0,0.0
864,20,93.99
865,0,33.67
866,0,0.0
867,0,0.0
868,0,0.0
869,0,0.0
870,0,0.0
871,0,0.0
872,4,218.27
873,0,0.0
874,20,182.67
875,1,12.56
876,0,0.0
877,0,0.0
878,0,0.0
879,2,47.27
880,0,0.0
881,1,180.03
882,0,0.0
883,0,0.0
884,0,0.0
885,2,140.02
886,0,0.0
887,0,0.0
888,0,0.0
889,3,136.09
890,0,0.0
891,0,0.0
892,20,60.21
893,0,0.0
894,0,5.57
895,1,80.6
896,1,225.42
897,0,0.0
898,0,0.0
899,0,0.0
900,0,0.0
901,0,0.0
902,0,0.0
903,0,0.0
904,0,0.0
905,0,0.0
906,3,101.03
907,0,0.0
908,1,142.06
909,0,0.0
910,5,32.7
911,0,0.0
912,1,38.25
913,0,0.0
914,10,162.12
915,0,0.0
916,0,0.0
917,0,32.37
918,1,98.82
919,0,0.0
920,0,0.0
921,0,0.0
922,2,234.8
923,1,163.2
924,1,186.28
925,0,0.0
926,0,0.0
927,0,0.0
928,2,106.71
929,3,203.13
930,0,0.0
931,0,0.0
932,0,0.0
933,0,0.0
934,1,36.51
935,0,0.0
936,4,121.66
937,0,0.0
938,0,0.0
939,0,0.0
940,0,0.0
941,0,0.0
942,0,0.0
943,0,0.0
944,3,35.76
945,0,0.0
946,1,22.08
947,5,200.3
948,0,0.0
949,3,191.33
950,30,249.12
951,30,47.44
952,0,0.0
953,0,0.0
954,1,33.62
955,0,0.0
956,1,173.04
957,2,77.32
958,5,198.12
959,1,31.16
960,0,0.0
961,0,0.0
962,4,44.86
963,0,0.0
964,0,0.0
965,0,0.0
966,4,219.59
967,0,0.0
968,0,39.88
969,3,170.05
970,3,161.96
971,0,0.0
972,0,0.0
973,0,0.0
974,0,0.0
975,0,0.0
976,0,0.0
977,0,0.0
978,2,216.99
979,0,0.0
980,15,170.64
981,0,0.0
982,0,0.0
983,0,0.0
984,0,0.0
985,0,0.0
986,0,0.0
987,2,60.12
988,0,0.0
989,0,0.0
990,1,110.18
991,0,0.0
992,1,11.61
993,0,0.0
994,0,0.0
995,0,0.0
996,0,0.0
997,2,149.45
998,3,41.53
999,0,0.0
1000,0,0.0
1001,5,241.63
1002,15,34.46
1003,0,0.0
1004,0,0.0
1005,0,0.0
1006,15,67.49
1007,2,167.78
1008,0,0.0
1009,0,0.0
1010,0,0.0
1011,0,0.0
1012,0,0.0
1013,30,147.25
1014,20,14.22
1015,0,0.0
1016,3,223.17
1017,0,0.0
1018,0,22.77
1019,0,0.0
1020,3,159.7
1021,2,16.66
1022,0,0.0
1023,3,92.71
1024,1,133.21
1025,0,0.0
1026,0,0.0
1027,0,0.0
1028,4,17.0
1029,0,0.0
1030,0,18.71
1031,20,127.88
1032,0,0.0
1033,0,5.88
1034,1,40.97
1035,0,0.0
1036,3,33.74
1037,20,242.96
1038,0,0.0
1039,0,0.0
1040,0,0.0
1041,0,0.0
1042,1,14.08
1043,0,0.0
1044,1,72.98
1045,0,0.0
1046,0,0.0
1047,0,0.0
1048,0,0.0
1049,2,70.98
1050,0,0.0
1051,15,63.21
1052,0,0.0
1053,0,0.0
1054,1,243.28
1055,15,69.48
1056,0,0.0
1057,0,0.0
1058,0,0.0
1059,20,167.06
1060,5,16.95
1061,0,0.0
1062,0,0.0
1063,0,0.0
1064,0,0.0
1065,3,30.88
1066,0,0.0
1067,0,0.0
1068,3,94.17
1069,0,0.0
1070,1,52.41
1071,0,0.0
1072,0,0.0
1073,0,0.0
1074,1,200.49
1075,0,0.0
1076,0,0.0
1077,0,41.65
1078,0,0.0
1079,0,0.0
1080,0,0.0
1081,0,0.0
1082,2,205.65
1083,0,0.0
1084,0,0.0
1085,0,0.0
1086,5,52.47
1087,0,0.0
1088,0,0.0
1089,0,0.0
1090,0,0.0
1091,0,0.0
1092,0,22.81
1093,0,0.0
1094,0,0.0
1095,4,57.1
1096,0,0.0
1097,0,0.0
1098,0,0.0
1099,1,143.16
1100,15,246.81
1101,0,0.0
1102,15,108.46
1103,0,0.0
1104,10,235.09
1105,1,150.69
1106,0,0.0
1107,0,0.0
1108,10,52.58
1109,0,0.0
1110,0,0.0
1111,1,19.97
1112,0,0.0
1113,25,134.71
1114,0,0.0
1115,3,175.3
1116,0,0.0
1117,0,0.0
1118,0,0.0
1119,2,11.04
1120,30,210.75
1121,0,0.0
1122,0,0.0
1123,0,0.0
1124,1,18.9
1125,0,0.0
1126,0,0.0
1127,0,0.0
1128,1,175.8
1129,0,0.0
1130,0,0.0
1131,0,0.0
1132,0,0.0
1133,0,0.0
1134,0,0.0
1135,0,0.0
1136,0,31.64
1137,0,0.0
1138,10,106.57
1139,4,230.48
1140,10,102.13
1141,0,0.0
1142,10,47.51
1143,0,0.0
1144,0,0.0
1145,5,75.51
1146,0,0.0
1147,0,0.0
1148,0,0.0
1149,15,129.32
1150,1,50.12
1151,0,0.0
1152,5,140.0
1153,5,109.84
1154,1,190.78
1155,0,0.0
1156,0,0.0
1157,20,206.28
1158,10,219.64
1159,30,115.1
1160,1,152.1
1161,0,0.0
1162,0,0.0
1163,0,0.0
1164,0,0.0
1165,0,0.0
1166,15,153.27
1167,0,0.0
1168,10,133.9
1169,0,0.0
1170,0,0.0
1171,0,0.0
1172,10,248.19
1173,0,0.0
1174,15,51.74
1175,0,0.0
1176,0,0.0
1177,0,0.0
1178,0,0.0
1179,0,0.0
1180,0,0.0
1181,3,223.03
1182,5,36.72
1183,0,0.0
1184,0,0.0
1185,0,0.0
1186,0,0.0
1187,0,0.0
1188,0,0.0
1189,0,0.0
1190,0,0.0
1191,0,0.0
1192,0,0.0
1193,0,0.0
1194,0,0.0
1195,0,0.0
1196,20,171.89
1197,0,0.0
1198,0,0.0
1199,1,184.79
1200,2,198.62
1201,0,0.0
1202,0,37.38
1203,2,199.83
1204,0,0.0
1205,0,0.0
1206,1,241.75
1207,0,0.0
1208,0,0.0
1209,0,0.0
1210,0,0.0
1211,0,0.0
1212,4,32.85
1213,0,0.0
1214,0,0.0
1215,0,0.0
1216,0,0.0
1217,0,0.0
1218,0,0.0
1219,0,0.0
1220,3,163.12
1221,0,0.0
1222,0,0.0
1223,0,0.0
1224,0,0.0
1225,2,141.03
1226,4,238.73
1227,0,0.0
1228,0,0.0
1229,0,0.0
1230,0,11.63
1231,0,42.79
1232,0,0.0
1233,2,121.99
1234,0,0.0
1235,15,221.31
1236,1,214.87
1237,0,0.0
1238,0,0.0
1239,0,0.0
1240,1,23.36
1241,0,0.0
1242,10,202.49
1243,10,221.67
1244,0,0.0
1245,0,0.0
1246,0,0.0
1247,0,0.0
1248,5,19.63
1249,1,161.11
1250,0,0.0
1251,0,0.0
1252,15,89.63
1253,0,0.0
1254,0,0.0
1255,10,114.7
1256,1,38.4
1257,0,0.0
1258,2,134.53
1259,0,0.0
1260,0,0.0
1261,0,0.0
1262,3,71.74
1263,0,0.0
1264,1,39.82
1265,0,0.0
1266,0,0.0
1267,0,0.0
1268,10,180.37
1269,0,0.0
1270,0,0.0
1271,3,186.77
1272,0,0.0
1273,0,0.0
1274,2,80.64
1275,0,0.0
1276,0,0.0
1277,0,0.0
1278,1,50.35
1279,0,0.0
1280,5,140.0
1281,0,0.0
1282,0,0.0
1283,0,0.0
1284,3,166.88
1285,0,0.0
1286,0,0.0
1287,0,0.0
1288,15,56.99
1289,0,0.0
1290,0,0.0
1291,3,31.51
1292,0,0.0
1293,0,0.0
1294,0,0.0
1295,10,181.67
1296,0,0.0
1297,2,67.89
1298,0,0.0
1299,0,0.0
1300,0,0.0
1301,0,0.0
1302,1,93.49
1303,0,0.0
1304,0,0.0
1305,1,22.27
1306,0,0.0
1307,0,0.0
1308,0,0.0
1309,1,28.58
1310,0,0.0
1311,0,0.0
1312,0,0.0
1313,2,113.97
1314,0,0.0
1315,0,0.0
1316,5,54.7
1317,0,0.0
1318,0,0.0
1319,0,0.0
1320,0,0.0
1321,0,0.0
1322,1,78.63
1323,1,25.91
1324,0,0.0
1325,0,0.0
1326,0,0.0
1327,0,0.0
1328,0,0.0
1329,4,184.12
1330,0,0.0
1331,0,0.0
1332,0,0.0
1333,0,0.0
1334,0,0.0
1335,0,0.0
1336,10,218.02
1337,1,107.18
1338,0,0.0
1339,2,193.65
1340,2,56.68
1341,0,0.0
1342,0,0.0
1343,0,0.0
1344,0,0.0
1345,4,53.67
1346,3,107.51
1347,0,0.0
1348,0,0.0
1349,0,0.0
1350,0,0.0
1351,1,56.17
1352,0,0.0
1353,0,0.0
1354,0,0.0
1355,2,140.2
1356,0,0.0
1357,0,0.0
1358,1,126.06
1359,0,0.0
1360,0,0.0
1361,2,235.03
1362,1,113.82
1363,0,0.0
1364,0,0.0
1365,5,67.98
1366,0,0.0
1367,0,0.0
1368,0,0.0
1369,0,0.0
1370,1,12.37
1371,1,21.47
1372,0,0.0
1373,10,151.84
1374,0,0.0
1375,0,12.44
1376,0,0.0
1377,0,0.0
1378,3,39.0
1379,0,0.0
1380,0,0.0
1381,0,0.0
1382,15,201.45
1383,0,0.0
1384,0,0.0
1385,0,0.0
1386,2,184.21
1387,0,0.0
1388,0,0.0
1389,3,114.6
1390,5,144.91
1391,0,0.0
1392,0,0.0
1393,1,44.02
1394,20,123.97
1395,5,90.4
1396,2,226.67
1397,3,157.3
1398,4,180.56
1399,15,72.85
1400,3,110.76
1401,30,129.17
1402,0,0.0
1403,3,10.91
1404,0,0.0
1405,4,76.93
1406,0,0.0
1407,0,0.0
1408,0,0.0
1409,0,0.0
1410,4,167.01
1411,5,117.12
1412,0,0.0
1413,2,166.2
1414,0,0.0
1415,0,0.0
1416,1,223.39
1417,0,0.0
1418,0,0.0
1419,1,239.38
1420,4,28.93
1421,0,0.0
1422,5,246.49
1423,0,0.0
1424,10,24.11
1425,3,233.13
1426,0,20.1
1427,10,240.63
1428,0,0.0
1429,30,24.93
1430,0,24.49
1431,0,0.0
1432,0,0.0
1433,0,0.0
1434,0,0.0
1435,0,0.0
1436,0,0.0
1437,30,215.57
1438,0,0.0
1439,25,127.15
1440,0,0.0
1441,0,0.0
1442,0,0.0
1443,0,0.0
1444,30,28.7
1445,0,0.0
1446,5,211.15
1447,1,153.27
1448,1,83.64
1449,0,0.0
1450,2,198.78
1451,1,190.85
1452,3,225.9
1453,0,0.0
1454,0,0.0
1455,0,0.0
1456,0,0.0
1457,0,0.0
1458,3,127.06
1459,20,55.02
1460,0,0.0
1461,0,0.0
1462,0,0.0
1463,0,0.0
1464,0,0.0
1465,0,0.0
1466,0,0.0
1467,2,228.34
1468,0,0.0
1469,0,0.0
1470,0,36.28
1471,0,0.0
1472,3,87.64
1473,0,0.0
1474,0,0.0
1475,4,122.18
1476,0,0.0
1477,0,0.0
1478,0,0.0
1479,3,210.12
1480,0,0.0
1481,0,0.0
1482,0,0.0
1483,30,130.66
1484,0,0.0
1485,0,0.0
1486,3,67.86
1487,0,0.0
1488,1,215.71
1489,1,246.74
1490,1,20.89
1491,0,0.0
1492,0,0.0
1493,3,83.15
1494,0,48.69
1495,0,0.0
1496,0,0.0
1497,0,0.0
1498,0,0.0
1499,0,0.0
1500,0,0.0
1501,0,0.0
1502,1,186.39
1503,0,0.0
1504,0,0.0
1505,4,125.92
1506,5,247.09
1507,0,0.0
1508,1,52.48
1509,0,0.0
1510,1,104.33
1511,1,210.28
1512,0,22.96
1513,0,0.0
1514,1,38.85
1515,0,0.0
1516,0,0.0
1517,2,69.05
1518,20,203.54
1519,0,0.0
1520,0,0.0
1521,0,0.0
1522,30,49.79
1523,0,0.0
1524,0,29.07
1525,0,0.0
1526,0,0.0
1527,0,0.0
1528,10,248.23
1529,5,198.36
1530,0,0.0
1531,0,0.0
1532,2,152.03
1533,1,66.58
1534,0,0.0
1535,3,16.08
1536,1,198.87
1537,0,0.0
1538,0,0.0
1539,3,78.46
1540,0,0.0
1541,20,235.86
1542,0,0.0
1543,10,234.25
1544,0,0.0
1545,2,96.57
1546,0,0.0
1547,1,158.35
1548,5,212.7
1549,3,159.29
1550,2,218.75
1551,15,132.53
1552,20,91.34
1553,0,0.0
1554,0,0.0
1555,4,200.65
1556,0,0.0
1557,0,0.0
1558,5,232.57
1559,0,0.0
1560,1,79.93
1561,3,34.28
1562,1,82.16
1563,1,103.64
1564,5,24.69
1565,2,118.15
1566,0,0.0
1567,0,0.0
1568,1,69.58
1569,4,241.94
1570,0,0.0
1571,1,11.52
1572,15,199.67
1573,0,0.0
1574,0,0.0
1575,0,0.0
1576,0,0.0
1577,0,0.0
1578,1,225.62
1579,2,125.28
1580,0,0.0
1581,4,187.11
1582,0,0.0
1583,0,0.0
1584,0,0.0
1585,2,42.15
1586,0,0.0
1587,0,0.0
1588,1,92.33
1589,2,21.82
1590,0,0.0
1591,1,150.0
1592,4,76.42
1593,0,0.0
1594,0,0.0
1595,0,0.0
1596,0,0.0
1597,25,106.24
1598,0,0.0
1599,0,0.0
1600,30,15.27
1601,0,0.0
1602,5,165.76
1603,0,0.0
1604,0,0.0
1605,0,0.0
1606,3,61.81
1607,0,0.0
1608,1,82.58
1609,0,0.0
1610,1,226.74
1611,0,0.0
1612,1,149.65
1613,0,0.0
1614,0,0.0
1615,2,106.54
1616,30,35.2
1617,0,0.0
1618,0,0.0
1619,0,0.0
1620,5,246.06
1621,0,25.14
1622,0,0.0
1623,3,42.15
1624,3,15.91
1625,0,0.0
1626,1,103.17
1627,0,0.0
1628,0,0.0
1629,0,0.0
1630,0,0.0
1631,0,0.0
1632,0,0.0
1633,0,0.0
1634,0,0.0
1635,0,0.0
1636,0,0.0
1637,0,0.0
1638,0,0.0
1639,0,0.0
1640,0,0.0
1641,10,42.3
1642,2,210.96
1643,0,0.0
1644,0,0.0
1645,1,168.0
1646,5,79.39
1647,2,60.45
1648,2,105.05
1649,1,50.52
1650,0,0.0
1651,3,36.31
1652,2,116.88
1653,0,0.0
1654,0,0.0
1655,3,229.77
1656,5,123.2
1657,0,0.0
1658,2,107.3
1659,3,139.32
1660,0,0.0
1661,0,0.0
1662,0,0.0
