customer_id,complaints,tickets,resolution_time
441,0,0,0.0
442,1,1,15.35
443,0,0,0.0
444,0,0,0.0
445,0,0,0.0
446,1,1,5.53
447,0,1,9.14
448,1,1,9.86
449,0,0,0.0
450,0,1,4.8
451,0,1,10.2
452,0,0,0.0
453,0,1,18.43
454,0,0,0.0
455,0,0,0.0
456,0,0,0.0
457,0,0,0.0
458,0,0,0.0
459,0,0,0.0
460,0,0,0.0
461,0,1,9.53
462,0,0,0.0
463,1,5,23.92
464,0,1,28.14
465,0,0,0.0
466,0,0,0.0
467,3,3,36.58
468,0,0,0.0
469,0,1,13.46
470,0,1,32.46
471,0,2,10.0
472,1,3,25.41
473,0,0,0.0
474,0,2,33.28
475,0,3,7.89
476,2,2,7.36
477,0,0,0.0
478,0,0,0.0
479,2,3,7.96
480,0,1,17.89
481,1,2,2.07
482,0,1,11.82
483,2,2,28.96
484,0,1,7.27
485,0,1,14.07
486,0,1,6.38
487,0,1,5.0
488,1,2,1.97
489,0,3,9.96
490,0,1,7.83
491,0,1,3.75
492,0,0,0.0
493,1,1,20.65
494,0,0,0.0
495,0,2,17.27
496,3,4,6.62
497,0,0,0.0
498,1,1,8.02
499,0,0,0.0
500,0,1,4.37
501,0,0,0.0
502,0,2,3.35
503,5,6,6.61
504,0,0,0.0
505,0,2,24.85
506,1,1,4.71
507,0,0,0.0
508,0,4,2.84
509,0,1,3.29
510,1,1,2.43
511,0,4,16.35
512,0,1,20.94
513,0,0,0.0
514,0,1,4.61
515,0,0,0.0
516,1,2,9.72
517,3,4,4.8
518,0,0,0.0
519,0,0,0.0
520,0,4,8.9
521,0,2,9.66
522,0,1,43.97
523,0,1,20.83
524,0,0,0.0
525,0,0,0.0
526,0,0,0.0
527,0,1,43.88
528,0,0,0.0
529,0,1,5.89
530,0,1,8.96
531,0,0,0.0
532,0,1,1.24
533,2,2,1.27
534,4,4,3.77
535,2,3,17.72
536,1,1,2.85
537,0,1,4.21
538,0,0,0.0
539,0,1,7.05
540,0,0,0.0
541,0,0,0.0
542,0,0,0.0
543,2,5,16.75
544,0,0,0.0
545,0,0,0.0
546,0,0,0.0
547,2,2,15.91
548,2,3,3.1
549,4,6,32.34
550,1,2,17.46
551,0,2,9.24
552,2,2,13.86
553,1,1,13.02
554,0,0,0.0
555,0,0,0.0
556,3,4,12.19
557,0,0,0.0
558,1,1,1.56
559,0,1,7.81
560,0,3,9.37
561,0,0,0.0
562,0,1,13.97
563,0,0,0.0
564,0,0,0.0
565,0,1,16.26
566,0,1,6.18
567,1,1,1.11
568,0,0,0.0
569,0,1,26.42
570,0,0,0.0
571,0,0,0.0
572,0,0,0.0
573,0,1,5.34
574,0,0,0.0
575,3,3,14.24
576,0,1,9.43
577,0,0,0.0
578,0,0,0.0
579,0,0,0.0
580,0,0,0.0
581,0,1,42.63
582,0,0,0.0
583,0,1,4.93
584,0,1,5.85
585,0,0,0.0
586,1,2,5.97
587,0,0,0.0
588,2,6,15.93
589,0,0,0.0
590,0,0,0.0
591,0,2,9.42
592,0,0,0.0
593,0,1,2.18
594,1,3,18.53
595,0,4,7.88
596,0,3,1.15
597,1,1,5.91
598,0,0,0.0
599,0,2,6.74
600,1,1,4.1
601,0,0,0.0
602,0,0,0.0
603,0,0,0.0
604,1,1,18.75
605,5,5,31.78
606,0,0,0.0
607,0,0,0.0
608,0,0,0.0
609,0,0,0.0
610,0,2,5.1
611,0,1,10.15
612,0,1,18.35
613,0,1,2.53
614,0,2,28.2
615,1,1,20.27
616,1,2,19.75
617,0,2,19.16
618,2,3,4.75
619,0,2,4.68
620,0,1,13.92
621,0,0,0.0
622,2,2,13.63
623,0,1,30.58
624,2,2,11.63
625,0,1,5.89
626,0,0,0.0
627,0,2,5.69
628,0,0,0.0
629,1,1,6.74
630,0,0,0.0
631,0,1,25.72
632,3,3,1.72
633,0,0,0.0
634,0,0,0.0
635,0,0,0.0
636,1,2,27.97
637,0,0,0.0
638,0,0,0.0
639,0,0,0.0
640,0,0,0.0
641,1,1,1.09
642,0,0,0.0
643,0,1,17.15
644,0,0,0.0
645,0,0,0.0
646,1,1,9.95
647,0,3,4.92
648,1,2,36.19
649,2,2,8.76
650,0,0,0.0
651,0,0,0.0
652,0,0,0.0
653,0,0,0.0
654,0,1,6.68
655,0,0,0.0
656,2,2,7.97
657,0,1,1.71
658,0,0,0.0
659,0,0,0.0
660,0,0,0.0
661,0,1,36.91
662,0,2,12.32
663,0,0,0.0
664,0,0,0.0
665,0,0,0.0
666,1,1,15.91
667,0,2,14.26
668,0,0,0.0
669,0,0,0.0
670,0,2,8.21
671,0,0,0.0
672,0,1,79.06
673,0,3,52.62
674,0,1,8.39
675,0,1,10.4
676,1,2,11.09
677,3,3,19.17
678,1,1,13.06
679,0,0,0.0
680,0,2,22.46
681,0,2,2.57
682,0,4,3.98
683,0,0,0.0
684,0,1,7.43
685,0,0,0.0
686,0,1,2.23
687,5,7,20.59
688,0,0,0.0
689,0,0,0.0
690,4,5,27.22
691,1,1,16.1
692,0,0,0.0
693,2,3,48.18
694,0,0,0.0
695,0,0,0.0
696,0,1,1.17
697,0,0,0.0
698,0,1,35.52
699,0,0,0.0
700,0,0,0.0
701,0,0,0.0
702,0,2,9.04
703,0,0,0.0
704,0,0,0.0
705,1,1,11.02
706,0,0,0.0
707,0,2,2.78
708,0,1,2.0
709,0,0,0.0
710,0,0,0.0
711,0,1,1.8
712,0,0,0.0
713,2,3,9.09
714,0,0,0.0
715,0,0,0.0
716,0,1,18.54
717,0,0,0.0
718,2,2,8.45
719,0,0,0.0
720,0,2,3.89
721,0,3,8.61
722,0,0,0.0
723,3,3,13.69
724,0,0,0.0
725,0,1,3.13
726,0,1,28.36
727,0,1,7.91
728,0,0,0.0
729,0,0,0.0
730,0,0,0.0
731,0,1,4.98
732,2,5,6.3
733,0,3,40.98
734,0,0,0.0
735,2,2,7.07
736,0,0,0.0
737,0,2,3.35
738,2,2,20.06
739,0,1,15.36
740,0,0,0.0
741,0,0,0.0
742,0,0,0.0
743,0,1,2.57
744,0,1,10.77
745,0,0,0.0
746,0,0,0.0
747,0,1,10.0
748,0,1,4.37
749,1,2,20.96
750,0,0,0.0
751,0,4,3.2
752,1,3,1.28
753,0,0,0.0
754,1,1,10.36
755,2,3,1.76
756,0,0,0.0
757,2,2,24.84
758,0,2,1.45
759,1,3,20.29
760,0,0,0.0
761,0,1,14.31
762,0,1,32.58
763,0,0,0.0
764,0,1,1.89
765,1,1,11.5
766,2,6,19.83
767,0,0,0.0
768,0,0,0.0
769,0,2,1.34
770,1,1,1.93
771,0,0,0.0
772,0,2,9.38
773,0,0,0.0
774,1,1,2.65
775,0,2,8.64
776,0,0,0.0
777,0,0,0.0
778,1,1,40.15
779,0,0,0.0
780,0,0,0.0
781,0,0,0.0
782,0,0,0.0
783,0,0,0.0
784,1,1,27.41
785,0,1,3.32
786,0,0,0.0
787,0,1,10.16
788,0,0,0.0
789,0,2,10.53
790,0,1,6.63
791,3,3,2.54
792,1,4,11.43
793,4,4,3.71
794,0,1,1.55
795,0,0,0.0
796,0,1,48.21
797,0,1,1.4
798,0,0,0.0
799,0,1,14.59
800,1,1,30.36
801,0,1,4.13
802,0,0,0.0
803,1,1,3.54
804,0,0,0.0
805,0,1,2.52
806,0,0,0.0
807,0,0,0.0
808,0,0,0.0
809,0,0,0.0
810,1,3,15.54
811,0,1,8.45
812,0,0,0.0
813,0,0,0.0
814,3,3,7.02
815,0,0,0.0
816,0,0,0.0
817,0,0,0.0
818,1,1,77.43
819,1,1,78.1
820,0,0,0.0
821,0,0,0.0
822,0,2,1.76
823,0,0,0.0
824,0,1,4.27
825,0,4,17.83
826,0,0,0.0
827,0,0,0.0
828,0,0,0.0
829,2,2,6.21
830,0,0,0.0
831,1,5,10.38
832,0,0,0.0
833,0,0,0.0
834,1,5,16.56
835,0,1,24.31
836,0,0,0.0
837,0,0,0.0
838,1,2,8.02
839,1,1,3.09
840,0,0,0.0
841,1,1,4.2
842,0,3,7.2
843,0,0,0.0
844,0,0,0.0
845,0,0,0.0
846,0,1,17.17
847,2,2,74.66
848,0,0,0.0
849,0,1,4.65
850,0,1,13.4
851,0,0,0.0
852,0,0,0.0
853,0,0,0.0
854,0,0,0.0
855,0,0,0.0
856,0,1,2.45
857,0,2,8.76
858,0,2,11.33
859,0,1,5.42
860,0,0,0.0
861,1,1,3.57
862,0,2,7.36
863,0,1,17.14
864,0,0,0.0
865,0,0,0.0
866,0,0,0.0
867,0,1,4.49
868,0,0,0.0
869,0,0,0.0
870,0,0,0.0
871,5,6,6.76
872,1,1,5.08
873,0,1,6.46
874,0,0,0.0
875,0,1,8.85
876,2,2,20.93
877,1,2,8.17
878,0,2,20.03
879,3,4,8.0
880,0,0,0.0
881,0,0,0.0
882,0,1,8.13
883,1,2,3.77
884,0,1,3.13
885,0,1,27.23
886,0,0,0.0
887,0,2,19.66
888,0,0,0.0
889,0,1,13.27
890,5,5,52.78
891,0,0,0.0
892,0,0,0.0
893,3,6,6.61
894,1,2,3.68
895,0,1,2.26
896,0,0,0.0
897,0,0,0.0
898,0,0,0.0
899,0,0,0.0
900,0,0,0.0
901,1,1,3.03
902,0,1,8.98
903,3,5,1.8
904,0,4,9.74
905,0,0,0.0
906,0,0,0.0
907,0,0,0.0
908,0,2,8.0
909,0,0,0.0
910,0,0,0.0
911,1,1,57.41
912,0,1,4.32
913,4,4,10.53
914,1,2,1.26
915,0,1,9.59
916,0,0,0.0
917,0,2,10.77
918,0,3,9.71
919,1,1,45.44
920,0,0,0.0
921,0,1,17.15
922,1,1,60.95
923,0,1,21.16
924,0,4,2.11
925,0,0,0.0
926,0,1,2.16
927,1,1,15.39
928,0,0,0.0
929,0,0,0.0
930,0,1,6.32
931,0,0,0.0
932,0,0,0.0
933,0,0,0.0
934,0,1,6.74
935,0,1,5.17
936,0,0,0.0
937,0,0,0.0
938,0,2,44.49
939,0,0,0.0
940,0,1,4.56
941,1,1,25.74
942,0,0,0.0
943,0,0,0.0
944,0,0,0.0
945,0,0,0.0
946,2,5,22.49
947,0,1,24.22
948,0,0,0.0
949,1,2,13.23
950,1,1,3.62
951,1,3,21.54
952,0,2,17.97
953,2,2,5.04
954,0,0,0.0
955,0,1,8.42
956,1,2,6.33
957,1,2,3.91
958,0,1,14.4
959,0,0,0.0
960,0,2,37.69
961,0,0,0.0
962,0,0,0.0
963,0,0,0.0
964,0,1,5.01
965,1,2,2.71
966,0,0,0.0
967,0,0,0.0
968,0,0,0.0
969,0,0,0.0
970,0,0,0.0
971,1,2,12.78
972,0,1,1.97
973,0,0,0.0
974,0,1,6.48
975,0,1,4.77
976,0,0,0.0
977,1,1,8.46
978,0,0,0.0
979,0,2,16.58
980,0,2,3.5
981,0,2,3.28
982,0,0,0.0
983,0,0,0.0
984,1,2,61.73
985,0,0,0.0
986,0,0,0.0
987,0,0,0.0
988,0,1,16.65
989,0,1,1.47
990,0,3,6.41
991,0,0,0.0
992,0,0,0.0
993,0,0,0.0
994,0,3,6.44
995,0,0,0.0
996,0,0,0.0
997,1,2,21.55
998,0,3,2.59
999,0,3,6.2
1000,0,0,0.0
1001,0,0,0.0
1002,0,0,0.0
1003,0,0,0.0
1004,0,0,0.0
1005,0,0,0.0
1006,2,3,2.89
1007,0,0,0.0
1008,2,2,34.97
1009,0,1,29.95
1010,2,2,12.95
1011,1,4,12.4
1012,0,2,3.63
1013,2,4,15.82
1014,2,2,11.15
1015,0,0,0.0
1016,0,0,0.0
1017,2,2,33.71
1018,0,0,0.0
1019,0,0,0.0
1020,0,0,0.0
1021,0,2,1.99
1022,1,2,1.17
1023,4,6,9.93
1024,0,0,0.0
1025,0,3,4.76
1026,0,0,0.0
1027,1,2,1.46
1028,2,2,1.71
1029,0,1,22.87
1030,0,0,0.0
1031,0,0,0.0
1032,0,0,0.0
1033,0,2,5.34
1034,1,1,7.55
1035,0,0,0.0
1036,1,2,11.49
1037,0,0,0.0
1038,1,1,24.55
1039,1,1,10.59
1040,0,0,0.0
1041,1,3,14.52
1042,0,1,11.65
1043,0,0,0.0
1044,0,0,0.0
1045,0,0,0.0
1046,0,1,15.74
1047,0,0,0.0
1048,1,1,1.4
1049,3,4,2.01
1050,2,6,1.07
1051,0,3,27.8
1052,2,2,16.61
1053,0,0,0.0
1054,0,1,13.47
1055,2,2,8.17
1056,0,0,0.0
1057,0,0,0.0
1058,0,0,0.0
1059,0,0,0.0
1060,0,0,0.0
1061,0,1,4.16
1062,0,3,13.79
1063,0,0,0.0
1064,0,0,0.0
1065,0,0,0.0
1066,1,5,8.32
1067,2,2,12.93
1068,0,1,7.66
1069,1,3,39.35
1070,0,0,0.0
1071,1,1,6.2
1072,0,1,11.72
1073,0,0,0.0
1074,1,2,10.33
1075,5,5,2.81
1076,0,0,0.0
1077,2,3,6.36
1078,2,6,16.23
1079,0,0,0.0
1080,0,0,0.0
1081,0,1,27.9
1082,0,0,0.0
1083,0,1,17.26
1084,2,2,9.36
1085,0,0,0.0
1086,0,1,8.72
1087,0,0,0.0
1088,0,3,25.84
1089,0,0,0.0
1090,1,1,9.29
1091,1,1,2.49
1092,0,0,0.0
1093,0,1,10.48
1094,0,2,29.92
1095,0,0,0.0
1096,0,3,28.72
1097,1,2,16.48
1098,0,3,7.45
1099,0,0,0.0
1100,0,1,3.08
1101,0,1,4.55
1102,5,6,24.13
1103,0,0,0.0
1104,0,1,3.89
1105,0,1,21.34
1106,0,4,6.78
1107,0,2,5.89
1108,0,1,10.35
1109,0,0,0.0
1110,0,0,0.0
1111,0,0,0.0
1112,2,2,21.39
1113,0,0,0.0
1114,0,0,0.0
1115,0,1,5.98
1116,1,2,2.89
1117,0,0,0.0
1118,1,2,9.57
1119,0,0,0.0
1120,1,3,22.62
1121,0,1,3.65
1122,0,0,0.0
1123,0,0,0.0
1124,0,1,28.02
1125,4,4,7.69
1126,2,4,12.7
1127,0,2,25.62
1128,0,2,1.64
1129,0,0,0.0
1130,0,1,22.11
1131,1,1,44.03
1132,3,3,7.19
1133,1,4,8.91
1134,3,3,29.79
1135,0,2,23.73
1136,5,5,5.58
1137,1,1,11.04
1138,0,2,10.65
1139,0,1,14.76
1140,0,0,0.0
1141,0,0,0.0
1142,0,4,16.6
1143,1,2,1.55
1144,2,2,5.04
1145,0,2,6.07
1146,0,1,10.32
1147,0,1,1.5
1148,2,2,13.41
1149,0,0,0.0
1150,0,2,10.13
1151,1,3,6.29
1152,0,0,0.0
1153,0,0,0.0
1154,2,3,39.45
1155,0,1,7.33
1156,0,1,12.35
1157,0,0,0.0
1158,0,1,10.22
1159,0,0,0.0
1160,3,3,21.71
1161,2,3,3.77
1162,2,2,4.73
1163,1,1,24.29
1164,1,1,13.48
1165,0,0,0.0
1166,0,0,0.0
1167,1,1,16.3
1168,0,2,2.23
1169,0,2,5.28
1170,2,2,4.84
1171,0,0,0.0
1172,0,0,0.0
1173,0,1,27.22
1174,0,1,18.17
1175,0,0,0.0
1176,0,0,0.0
1177,1,3,3.94
1178,0,0,0.0
1179,1,1,10.8
1180,0,2,7.46
1181,0,2,5.03
1182,2,2,5.36
1183,0,1,4.33
1184,0,0,0.0
1185,0,0,0.0
1186,0,0,0.0
1187,3,3,42.65
1188,0,0,0.0
1189,0,0,0.0
1190,5,5,10.55
1191,1,1,3.05
1192,0,2,14.32
1193,0,0,0.0
1194,0,1,12.79
1195,2,2,1.42
1196,3,3,46.69
1197,0,0,0.0
1198,1,1,26.3
1199,0,0,0.0
1200,0,0,0.0
1201,0,2,34.2
1202,1,3,8.07
1203,0,1,9.9
1204,0,0,0.0
1205,1,4,34.18
1206,0,2,5.91
1207,0,1,2.62
1208,0,1,5.1
1209,2,3,1.5
1210,0,0,0.0
1211,0,0,0.0
1212,0,0,0.0
1213,0,0,0.0
1214,1,2,12.57
1215,0,1,5.12
1216,0,0,0.0
1217,0,1,5.1
1218,0,1,12.94
1219,0,2,3.94
1220,1,1,6.05
1221,0,0,0.0
1222,0,4,5.38
1223,0,2,7.07
1224,0,1,4.81
1225,1,2,2.93
1226,2,2,8.91
1227,0,0,0.0
1228,0,4,12.29
1229,0,0,0.0
1230,0,1,11.27
1231,0,2,2.63
1232,0,0,0.0
1233,0,2,13.3
1234,0,1,25.67
1235,1,3,2.98
1236,1,1,19.46
1237,0,1,14.31
1238,0,0,0.0
1239,0,0,0.0
1240,0,0,0.0
1241,0,2,4.49
1242,0,0,0.0
1243,0,1,4.62
1244,0,0,0.0
1245,0,0,0.0
1246,0,0,0.0
1247,0,0,0.0
1248,0,0,0.0
1249,0,0,0.0
1250,0,1,9.53
1251,0,0,0.0
1252,0,1,4.12
1253,0,1,39.8
1254,0,0,0.0
1255,0,2,21.95
1256,0,0,0.0
1257,0,0,0.0
1258,0,0,0.0
1259,1,1,18.31
1260,0,0,0.0
1261,0,0,0.0
1262,0,4,5.49
1263,3,4,11.89
1264,4,8,48.64
1265,0,0,0.0
1266,0,0,0.0
1267,0,3,12.67
1268,0,1,4.63
1269,0,0,0.0
1270,0,2,6.94
1271,0,1,6.86
1272,0,0,0.0
1273,0,0,0.0
1274,1,2,7.39
1275,0,0,0.0
1276,0,2,23.04
1277,0,2,12.23
1278,0,2,9.13
1279,0,0,0.0
1280,1,1,35.43
1281,0,2,19.24
1282,0,2,2.01
1283,0,0,0.0
1284,0,0,0.0
1285,1,1,2.43
1286,3,3,20.62
1287,1,1,12.71
1288,2,6,31.41
1289,0,0,0.0
1290,0,1,23.57
1291,0,1,37.41
1292,0,3,3.25
1293,0,0,0.0
1294,0,0,0.0
1295,0,1,38.62
1296,0,0,0.0
1297,0,0,0.0
1298,0,1,13.56
1299,2,3,14.52
1300,1,2,4.51
1301,0,0,0.0
1302,1,5,10.92
1303,0,0,0.0
1304,0,1,10.12
1305,1,2,23.98
1306,1,3,10.9
1307,0,0,0.0
1308,0,1,14.49
1309,1,1,17.54
1310,0,0,0.0
1311,2,3,12.53
1312,0,0,0.0
1313,1,1,15.71
1314,0,0,0.0
1315,1,1,11.75
1316,0,0,0.0
1317,0,0,0.0
1318,0,2,13.07
1319,0,1,33.48
1320,0,1,7.77
1321,1,1,11.72
1322,0,0,0.0
1323,0,0,0.0
1324,0,0,0.0
1325,1,5,4.91
1326,3,3,7.49
1327,2,6,3.49
1328,0,1,18.69
1329,0,0,0.0
1330,0,0,0.0
1331,1,3,11.14
1332,0,1,10.08
1333,0,0,0.0
1334,0,0,0.0
1335,0,0,0.0
1336,2,2,14.59
1337,0,1,22.01
1338,0,1,7.31
1339,0,1,12.73
1340,0,0,0.0
1341,0,2,2.34
1342,0,0,0.0
1343,0,1,2.71
1344,0,1,13.06
1345,0,0,0.0
1346,0,2,23.14
1347,0,0,0.0
1348,0,1,10.65
1349,0,0,0.0
1350,0,0,0.0
1351,0,0,0.0
1352,0,0,0.0
1353,1,1,20.1
1354,0,0,0.0
1355,0,4,1.7
1356,0,0,0.0
1357,0,0,0.0
1358,0,3,8.74
1359,0,2,1.15
1360,2,3,8.32
