customer_id,age,gender,city
135,42,Male,New York
136,24,Female,New York
137,26,Female,Columbus
138,41,Female,San Francisco
139,18,Female,Columbus
140,61,Female,Jacksonville
141,25,Male,Jacksonville
142,41,Female,Philadelphia
143,80,Male,San Jose
144,28,Male,San Francisco
145,68,Female,San Francisco
146,34,Male,San Antonio
147,25,Male,San Antonio
148,52,Female,San Jose
149,52,Male,Houston
150,50,Male,Phoenix
151,76,Female,New York
152,22,Female,San Diego
153,59,Male,Houston
154,56,Female,New York
155,75,Non-binary,San Francisco
156,58,Female,Dallas
157,45,Female,Los Angeles
158,24,Male,Houston
159,26,Male,San Francisco
160,25,Female,Los Angeles
161,29,Male,Los Angeles
162,51,Female,San Francisco
163,50,Female,Dallas
164,65,Female,Indianapolis
165,72,Male,Los Angeles
166,40,Male,Houston
167,79,Female,San Antonio
168,41,Female,San Jose
169,54,Female,Los Angeles
170,52,Male,New York
171,61,Female,San Diego
172,57,Female,San Antonio
173,39,Male,Columbus
174,44,Male,Houston
175,52,Female,Jacksonville
176,18,Male,Houston
177,52,Female,Jacksonville
178,54,Male,Indianapolis
179,64,Female,San Diego
180,31,Male,Los Angeles
181,20,Female,Jacksonville
182,18,Male,San Francisco
183,22,Male,Austin
184,43,Male,Austin
185,72,Male,San Francisco
186,80,Male,Los Angeles
187,31,Male,San Francisco
188,56,Male,Dallas
189,44,Male,San Antonio
190,26,Female,Indianapolis
191,32,Male,Indianapolis
192,32,Male,San Jose
193,43,Male,Dallas
194,59,Female,Chicago
195,77,Female,Houston
196,30,Male,Columbus
197,68,Male,Philadelphia
198,80,Female,Indianapolis
199,49,Female,New York
200,56,Female,Austin
201,66,Male,Dallas
202,69,Female,Los Angeles
203,78,Male,San Jose
204,49,Female,Jacksonville
205,21,Male,Los Angeles
206,47,Female,San Jose
207,54,Female,Philadelphia
208,40,Female,New York
209,56,Female,Chicago
210,62,Male,Dallas
211,32,Female,Dallas
212,60,Female,Jacksonville
213,46,Male,Dallas
214,53,Male,Los Angeles
215,30,Female,Philadelphia
216,49,Female,San Diego
217,24,Female,Indianapolis
218,76,Female,San Jose
219,68,Non-binary,Los Angeles
220,39,Female,San Diego
221,45,Male,Chicago
222,19,Male,Philadelphia
223,59,Male,Houston
224,62,Male,Los Angeles
225,79,Male,Jacksonville
226,74,Female,Phoenix
227,70,Female,San Jose
228,23,Female,Philadelphia
229,45,Male,San Antonio
230,45,Female,San Jose
231,61,Female,Dallas
232,61,Male,Philadelphia
233,37,Female,Phoenix
234,47,Female,San Diego
235,79,Male,Los Angeles
236,28,Non-binary,San Diego
237,75,Female,San Diego
238,72,Female,San Francisco
239,45,Male,Houston
240,42,Male,San Diego
241,56,Female,Indianapolis
242,79,Female,Houston
243,50,Female,Philadelphia
244,18,Female,San Jose
245,74,Female,San Diego
246,44,Male,Columbus
247,79,Female,San Antonio
248,74,Female,Indianapolis
249,69,Male,Dallas
250,30,Female,Philadelphia
251,58,Female,San Antonio
252,20,Male,Chicago
253,56,Female,San Antonio
254,23,Female,Dallas
255,25,Female,Philadelphia
256,44,Male,Philadelphia
257,26,Non-binary,San Diego
258,79,Male,Indianapolis
259,54,Female,Austin
260,50,Male,Columbus
261,68,Male,San Jose
262,59,Female,Indianapolis
263,61,Female,Indianapolis
264,41,Female,Philadelphia
265,32,Male,San Jose
266,76,Female,Philadelphia
267,71,Male,Los Angeles
268,49,Male,Los Angeles
269,49,Female,Los Angeles
270,41,Male,New York
271,58,Male,Jacksonville
272,69,Female,New York
273,66,Female,Jacksonville
274,79,Female,San Jose
275,66,Female,San Francisco
276,75,Male,Chicago
277,69,Male,Austin
278,29,Female,Dallas
279,79,Male,Philadelphia
280,56,Female,Jacksonville
281,19,Male,Jacksonville
282,20,Female,Houston
283,66,Male,Jacksonville
284,54,Male,San Diego
285,66,Female,Los Angeles
286,73,Male,San Francisco
287,34,Female,Austin
288,76,Female,Chicago
289,66,Female,Dallas
290,19,Male,Phoenix
291,19,Female,Indianapolis
292,45,Female,San Francisco
293,71,Female,Dallas
294,40,Female,San Diego
295,54,Female,Columbus
296,49,Female,Indianapolis
297,50,Male,San Francisco
298,18,Non-binary,Philadelphia
299,36,Male,Dallas
300,79,Non-binary,Houston
301,19,Male,Dallas
302,70,Male,San Diego
303,61,Female,Indianapolis
304,43,Male,San Francisco
305,49,Male,Indianapolis
306,23,Female,San Francisco
307,49,Female,San Diego
308,72,Male,Jacksonville
309,21,Male,Austin
310,72,Female,San Diego
311,28,Male,Chicago
312,73,Female,San Francisco
313,76,Male,Los Angeles
314,34,Male,Chicago
315,80,Female,Austin
316,55,Female,San Jose
317,41,Female,Columbus
318,22,Male,Indianapolis
319,69,Female,Phoenix
320,51,Female,Austin
321,23,Female,Philadelphia
322,39,Female,Houston
323,28,Non-binary,Los Angeles
324,80,Female,Houston
325,65,Female,Indianapolis
326,33,Female,Philadelphia
327,50,Male,Los Angeles
328,26,Male,Austin
329,77,Female,Indianapolis
330,76,Male,San Antonio
331,23,Male,Columbus
332,33,Male,San Antonio
333,46,Female,New York
334,20,Female,San Francisco
335,37,Male,San Francisco
336,77,Female,Austin
337,76,Male,New York
338,53,Female,Los Angeles
339,36,Male,Los Angeles
340,43,Female,Indianapolis
341,20,Male,Houston
342,80,Female,Phoenix
343,36,Male,Jacksonville
344,37,Male,Dallas
345,49,Female,Chicago
346,24,Male,San Jose
347,69,Male,San Jose
348,58,Male,New York
349,50,Male,Los Angeles
350,57,Female,Philadelphia
351,56,Male,Austin
352,35,Male,Indianapolis
353,57,Male,Dallas
354,18,Male,Phoenix
355,28,Female,Houston
356,45,Female,San Francisco
357,74,Male,Los Angeles
358,42,Female,Columbus
359,67,Female,Houston
360,40,Male,Los Angeles
361,48,Female,Philadelphia
362,47,Female,Phoenix
363,59,Female,Phoenix
364,52,Female,New York
365,24,Male,San Jose
366,77,Male,Jacksonville
367,33,Female,New York
368,43,Male,Dallas
369,65,Male,San Diego
370,74,Female,San Diego
371,69,Female,San Francisco
372,77,Male,Austin
373,66,Male,San Jose
374,19,Male,San Francisco
375,18,Male,San Jose
376,65,Female,Columbus
377,79,Non-binary,Austin
378,29,Female,Philadelphia
379,22,Male,San Antonio
380,54,Female,San Francisco
381,49,Female,Austin
382,76,Female,San Diego
383,72,Female,Chicago
384,26,Female,Columbus
385,58,Female,Indianapolis
386,52,Male,Phoenix
387,36,Female,San Francisco
388,65,Female,Austin
389,33,Female,San Jose
390,20,Female,Jacksonville
391,37,Female,San Francisco
392,41,Female,Dallas
393,71,Male,Chicago
394,73,Female,Houston
395,50,Female,Jacksonville
396,41,Female,Jacksonville
397,69,Male,Indianapolis
398,28,Female,Chicago
399,66,Female,Houston
400,25,Female,Philadelphia
401,53,Female,Houston
402,55,Female,San Antonio
403,57,Female,Phoenix
404,37,Male,Jacksonville
405,79,Female,Jacksonville
406,52,Non-binary,San Jose
407,65,Male,San Jose
408,79,Male,San Francisco
409,42,Female,Austin
410,52,Male,Jacksonville
411,42,Male,San Francisco
412,46,Female,Dallas
413,35,Female,Dallas
414,63,Male,San Francisco
415,35,Female,Los Angeles
416,19,Female,Austin
417,71,Female,San Antonio
418,52,Male,Dallas
419,33,Female,Philadelphia
420,78,Male,Los Angeles
421,58,Female,San Jose
422,53,Female,New York
423,50,Male,Houston
424,21,Male,San Diego
425,50,Male,Columbus
426,31,Female,Columbus
427,38,Female,Phoenix
428,65,Female,Columbus
429,37,Male,New York
430,73,Female,San Antonio
431,25,Female,Austin
432,24,Female,Los Angeles
433,20,Male,Indianapolis
434,34,Female,San Francisco
435,50,Male,San Jose
436,65,Male,New York
437,29,Male,New York
438,76,Male,New York
439,68,Male,Austin
440,39,Female,Phoenix
441,72,Male,New York
442,39,Female,San Jose
443,63,Male,San Antonio
444,47,Female,Austin
445,55,Male,Columbus
446,55,Female,Austin
447,62,Male,Jacksonville
448,68,Male,New York
449,71,Female,San Diego
450,25,Male,San Diego
451,44,Female,Austin
452,44,Female,Austin
453,51,Female,Phoenix
454,38,Male,San Francisco
455,47,Female,New York
456,50,Female,San Jose
457,45,Male,Los Angeles
458,64,Male,Austin
459,50,Male,Los Angeles
460,22,Male,Columbus
461,77,Female,Jacksonville
462,78,Female,Houston
463,65,Male,Phoenix
464,36,Male,Houston
465,21,Male,Austin
466,52,Male,New York
467,66,Male,San Antonio
468,34,Male,San Diego
469,61,Male,Indianapolis
470,45,Female,Dallas
471,47,Female,Jacksonville
472,46,Female,Phoenix
473,63,Female,Austin
474,70,Male,Phoenix
475,23,Female,San Diego
476,52,Male,San Jose
477,77,Female,Houston
478,58,Male,New York
479,54,Male,Los Angeles
480,41,Male,Phoenix
481,46,Male,Los Angeles
482,66,Male,Philadelphia
483,63,Male,Houston
484,70,Female,Indianapolis
485,48,Male,Austin
486,52,Female,San Francisco
487,77,Female,Indianapolis
488,50,Male,Dallas
489,69,Female,San Diego
490,80,Female,Jacksonville
491,78,Non-binary,San Francisco
492,38,Male,Indianapolis
493,49,Male,San Jose
494,40,Female,Los Angeles
495,50,Male,Philadelphia
496,20,Male,Dallas
497,35,Male,San Diego
498,42,Female,Philadelphia
499,59,Male,New York
500,48,Female,San Diego
501,71,Male,New York
502,75,Female,Austin
503,20,Male,Dallas
504,57,Male,Columbus
505,63,Male,Dallas
506,41,Male,Columbus
507,67,Male,New York
508,49,Male,Dallas
509,64,Female,Los Angeles
510,39,Female,San Francisco
511,40,Female,San Diego
512,19,Non-binary,Dallas
513,80,Female,San Antonio
514,44,Male,Columbus
515,59,Female,Chicago
516,19,Female,Columbus
517,43,Female,Los Angeles
518,34,Female,Los Angeles
519,57,Female,Austin
520,50,Female,Houston
521,26,Female,Columbus
522,60,Female,Phoenix
523,71,Male,San Antonio
524,65,Female,San Francisco
525,56,Female,Dallas
526,46,Male,Dallas
527,59,Female,Dallas
528,72,Female,San Jose
529,43,Male,San Diego
530,52,Male,Dallas
531,67,Male,Columbus
532,42,Female,San Diego
533,41,Male,Los Angeles
534,30,Female,Austin
535,77,Female,Indianapolis
536,75,Male,Los Angeles
537,24,Male,San Diego
538,74,Female,Los Angeles
539,53,Female,San Francisco
540,62,Male,Indianapolis
541,37,Female,Chicago
542,18,Female,San Antonio
543,25,Female,Houston
544,63,Male,Dallas
545,33,Male,Austin
546,31,Female,Jacksonville
547,29,Male,San Jose
548,68,Male,Jacksonville
549,40,Male,San Francisco
550,32,Female,Columbus
551,45,Male,San Jose
552,51,Male,San Diego
553,19,Female,Phoenix
554,49,Male,Austin
555,40,Male,San Francisco
556,80,Female,Houston
557,39,Male,Columbus
558,68,Female,Los Angeles
559,42,Male,San Jose
560,75,Male,Los Angeles
561,80,Female,Houston
562,79,Non-binary,Houston
563,78,Male,Phoenix
564,39,Female,Los Angeles
565,75,Male,Phoenix
566,75,Male,Los Angeles
567,39,Male,Indianapolis
568,66,Female,Los Angeles
569,69,Male,Austin
570,59,Male,Chicago
571,23,Female,Los Angeles
572,32,Male,Chicago
573,71,Male,Dallas
574,60,Male,San Jose
575,77,Female,Los Angeles
576,54,Male,San Francisco
577,50,Non-binary,Dallas
578,25,Male,San Antonio
579,70,Male,New York
580,77,Female,New York
581,61,Female,Indianapolis
582,61,Male,Los Angeles
583,22,Female,New York
584,56,Male,Jacksonville
585,21,Female,Austin
586,23,Female,Dallas
587,62,Male,San Diego
588,49,Female,Columbus
589,69,Male,Dallas
590,47,Male,Chicago
591,64,Male,San Francisco
592,52,Female,Columbus
593,72,Male,Houston
594,57,Female,Philadelphia
595,69,Female,Columbus
596,33,Female,San Francisco
597,30,Female,Chicago
598,67,Male,San Diego
599,77,Female,San Francisco
600,59,Male,San Diego
601,47,Female,San Antonio
602,36,Male,Chicago
603,34,Male,San Jose
604,73,Male,San Francisco
605,80,Male,San Jose
606,36,Male,Columbus
607,45,Female,Philadelphia
608,75,Female,Indianapolis
609,72,Female,Houston
610,43,Male,San Diego
611,54,Male,San Jose
612,43,Female,San Francisco
613,70,Male,Philadelphia
614,79,Female,Austin
615,40,Male,San Antonio
616,80,Non-binary,San Antonio
617,26,Male,San Diego
618,29,Male,San Antonio
619,70,Female,Chicago
620,18,Male,Dallas
621,75,Female,Philadelphia
622,75,Male,Houston
623,18,Female,Houston
624,64,Male,Phoenix
625,51,Female,Columbus
626,49,Female,Phoenix
627,79,Non-binary,San Jose
628,71,Female,Indianapolis
629,65,Female,Chicago
630,42,Female,Chicago
631,57,Male,Austin
632,62,Female,Indianapolis
633,70,Male,Chicago
634,18,Male,Los Angeles
635,33,Female,Los Angeles
636,78,Female,Columbus
637,56,Male,San Diego
638,80,Female,Indianapolis
639,22,Female,Philadelphia
640,39,Female,New York
641,46,Female,San Antonio
642,72,Male,Dallas
643,20,Non-binary,San Antonio
644,29,Male,Columbus
645,43,Female,New York
646,33,Female,Houston
647,68,Female,San Antonio
648,54,Female,San Jose
649,39,Male,New York
650,74,Female,San Jose
651,46,Female,San Antonio
652,31,Male,San Francisco
653,45,Male,New York
654,22,Female,Chicago
655,64,Female,Jacksonville
656,66,Female,Austin
657,47,Female,Indianapolis
658,63,Male,San Francisco
659,79,Male,Dallas
660,69,Female,Chicago
661,22,Female,San Jose
662,29,Male,San Jose
663,33,Female,Los Angeles
664,43,Female,Houston
665,43,Female,Indianapolis
666,65,Female,Philadelphia
667,38,Female,Chicago
668,56,Male,Indianapolis
669,53,Female,Chicago
670,50,Male,Austin
671,79,Female,Los Angeles
672,47,Male,Columbus
673,54,Female,New York
674,40,Female,San Jose
675,75,Male,San Antonio
676,27,Non-binary,Phoenix
677,71,Male,San Diego
678,22,Male,Dallas
679,53,Female,Chicago
680,51,Female,Philadelphia
681,69,Male,Dallas
682,48,Female,Los Angeles
683,27,Female,Dallas
684,75,Male,San Francisco
685,36,Female,San Diego
686,75,Male,New York
687,49,Male,Chicago
688,18,Female,Philadelphia
689,73,Female,Phoenix
690,22,Female,San Antonio
691,62,Female,Austin
692,21,Female,Los Angeles
693,33,Male,Dallas
694,41,Female,Columbus
695,33,Male,Indianapolis
696,72,Male,Chicago
697,19,Non-binary,Indianapolis
698,66,Female,Dallas
699,45,Male,San Diego
700,49,Female,Phoenix
701,44,Female,Dallas
702,37,Male,Columbus
703,41,Female,Indianapolis
704,29,Female,Indianapolis
705,67,Female,Indianapolis
706,52,Female,San Antonio
707,77,Male,Houston
708,50,Female,Austin
709,50,Male,San Diego
710,78,Male,Indianapolis
711,68,Non-binary,Indianapolis
712,60,Female,San Diego
713,54,Female,Houston
714,29,Male,Indianapolis
715,20,Male,Dallas
716,18,Male,Jacksonville
717,50,Female,Indianapolis
718,57,Female,Phoenix
719,27,Female,Austin
720,60,Female,New York
721,61,Female,Houston
722,46,Female,Austin
723,30,Female,Austin
724,29,Female,Dallas
725,48,Female,Indianapolis
726,63,Male,Indianapolis
727,19,Female,New York
728,78,Male,San Antonio
729,68,Non-binary,Austin
730,67,Female,San Diego
731,52,Female,San Diego
732,40,Male,Austin
733,34,Male,San Jose
734,43,Male,Phoenix
735,25,Female,Chicago
736,46,Male,Philadelphia
737,43,Female,Los Angeles
738,27,Female,Dallas
739,43,Male,Los Angeles
740,79,Female,San Francisco
741,51,Male,San Diego
742,68,Male,New York
743,58,Female,San Francisco
744,24,Female,San Antonio
745,21,Male,New York
746,75,Female,Phoenix
747,70,Female,Phoenix
748,67,Male,San Jose
749,62,Male,San Diego
750,28,Female,New York
751,46,Female,Austin
752,73,Female,San Diego
753,53,Male,New York
754,42,Female,Indianapolis
755,38,Female,Houston
756,78,Male,Indianapolis
757,74,Female,Phoenix
758,53,Female,Phoenix
759,27,Female,Philadelphia
760,54,Male,Phoenix
761,26,Male,Dallas
762,41,Female,Houston
763,52,Female,Jacksonville
764,66,Female,Indianapolis
765,52,Male,Los Angeles
766,65,Male,Houston
767,53,Female,Chicago
768,35,Female,Columbus
769,66,Female,San Francisco
770,56,Female,Indianapolis
771,49,Non-binary,San Diego
772,41,Male,San Francisco
773,40,Female,Los Angeles
774,79,Male,Dallas
775,49,Female,Houston
776,54,Female,Philadelphia
777,29,Male,Columbus
778,66,Male,Austin
779,72,Male,Austin
780,30,Male,Columbus
781,40,Male,Indianapolis
782,42,Female,San Diego
783,52,Male,San Diego
784,58,Female,Phoenix
785,47,Male,San Diego
786,34,Female,San Francisco
787,66,Female,Jacksonville
788,79,Male,Indianapolis
789,37,Female,Columbus
790,65,Female,San Jose
791,42,Female,San Antonio
792,39,Male,San Francisco
793,30,Male,Chicago
794,76,Non-binary,San Jose
795,36,Female,San Antonio
796,66,Female,San Jose
797,53,Female,Los Angeles
798,29,Female,Austin
799,78,Female,Jacksonville
800,58,Male,Indianapolis
801,36,Female,San Jose
802,29,Female,Phoenix
803,26,Male,San Francisco
804,24,Male,Austin
805,45,Male,Houston
806,31,Female,San Diego
807,48,Female,Indianapolis
808,69,Female,Philadelphia
809,36,Female,Dallas
810,75,Male,Houston
811,64,Female,Phoenix
812,33,Male,San Francisco
813,70,Female,Austin
814,22,Male,Los Angeles
815,52,Male,Jacksonville
816,29,Male,Philadelphia
817,42,Female,Columbus
818,69,Female,Phoenix
819,76,Female,Houston
820,38,Male,New York
821,53,Non-binary,Phoenix
822,70,Male,San Francisco
823,40,Non-binary,Houston
824,33,Female,Chicago
825,74,Female,Dallas
826,56,Male,San Antonio
827,62,Female,Phoenix
828,70,Female,San Francisco
829,59,Male,Phoenix
830,75,Male,San Francisco
831,56,Female,San Jose
832,31,Female,Dallas
833,48,Male,Dallas
834,75,Female,San Jose
835,22,Female,New York
836,52,Male,Jacksonville
837,40,Male,San Jose
838,46,Female,Los Angeles
839,60,Male,San Jose
840,28,Male,Phoenix
841,35,Female,Columbus
842,64,Non-binary,San Diego
843,29,Male,Dallas
844,26,Female,Columbus
845,27,Male,Houston
846,75,Male,Los Angeles
847,61,Male,San Antonio
848,34,Male,Chicago
849,78,Female,San Diego
850,55,Female,Philadelphia
851,24,Male,Jacksonville
852,63,Female,Chicago
853,30,Male,San Jose
854,57,Female,Chicago
855,59,Male,San Diego
856,26,Male,Philadelphia
857,67,Male,San Jose
858,44,Male,San Francisco
859,75,Male,San Diego
860,19,Male,Houston
861,22,Female,Los Angeles
862,46,Female,Houston
863,54,Male,New York
864,55,Female,Los Angeles
865,36,Female,Philadelphia
866,25,Non-binary,San Diego
867,65,Male,San Diego
868,62,Female,Phoenix
869,18,Male,Phoenix
870,39,Female,San Antonio
871,69,Male,Phoenix
872,34,Male,New York
873,80,Male,San Jose
874,24,Male,Austin
875,42,Male,San Diego
876,62,Female,Indianapolis
877,21,Female,San Diego
878,53,Female,Chicago
879,23,Male,Jacksonville
880,77,Male,San Francisco
881,48,Female,Phoenix
882,36,Male,Chicago
883,78,Female,Dallas
884,61,Female,San Diego
885,71,Male,San Jose
886,56,Female,Indianapolis
887,44,Female,Austin
888,27,Female,Houston
889,43,Female,Indianapolis
890,36,Male,Philadelphia
891,56,Female,San Jose
892,79,Female,Austin
893,20,Female,Columbus
894,62,Female,San Diego
895,30,Male,Austin
896,67,Male,Houston
897,45,Female,Chicago
898,79,Male,Austin
899,75,Male,Jacksonville
900,37,Male,Indianapolis
901,45,Male,Houston
902,25,Male,Phoenix
903,78,Male,San Antonio
904,80,Male,Indianapolis
905,58,Female,Chicago
906,56,Female,Columbus
907,18,Female,San Francisco
908,20,Male,Jacksonville
909,30,Female,Austin
910,45,Female,Chicago
911,79,Male,Los Angeles
912,74,Male,New York
913,80,Female,Indianapolis
914,77,Female,Chicago
915,66,Female,Houston
916,42,Male,San Francisco
917,73,Non-binary,San Jose
918,50,Male,Austin
919,55,Male,Phoenix
920,70,Female,San Jose
921,23,Male,Houston
922,75,Female,New York
923,61,Female,Indianapolis
924,62,Female,Houston
925,49,Female,Houston
926,62,Female,New York
927,78,Non-binary,Dallas
928,64,Female,Chicago
929,38,Female,Austin
930,33,Female,San Antonio
931,71,Male,New York
932,38,Male,New York
933,28,Male,Austin
934,77,Female,New York
935,54,Female,Austin
936,53,Female,Philadelphia
937,52,Male,San Antonio
938,36,Male,Jacksonville
939,37,Female,San Antonio
940,74,Male,Phoenix
941,35,Female,Indianapolis
942,64,Female,Dallas
943,58,Female,Indianapolis
944,66,Female,San Diego
945,31,Female,Indianapolis
946,32,Female,San Diego
947,48,Male,Houston
948,18,Female,Chicago
949,70,Male,Chicago
950,71,Female,New York
951,71,Non-binary,Dallas
952,20,Female,San Francisco
953,33,Male,Columbus
954,40,Female,Houston
955,74,Male,Jacksonville
956,28,Male,Houston
957,29,Male,San Jose
958,27,Female,San Francisco
959,49,Male,San Francisco
960,33,Male,San Antonio
961,25,Female,Indianapolis
962,55,Male,Philadelphia
963,29,Male,Columbus
964,41,Female,Austin
965,45,Female,Philadelphia
966,70,Female,New York
967,25,Male,San Antonio
968,75,Male,Chicago
969,45,Male,Indianapolis
970,53,Male,Chicago
971,43,Male,Chicago
972,25,Female,Phoenix
973,75,Male,Houston
974,77,Male,Indianapolis
975,67,Male,Phoenix
976,45,Male,Indianapolis
977,45,Male,Austin
978,54,Male,San Antonio
979,58,Male,San Diego
980,53,Female,San Francisco
981,44,Female,Phoenix
982,71,Female,San Francisco
983,80,Male,San Jose
984,34,Male,Phoenix
985,26,Female,San Jose
986,50,Male,Jacksonville
987,70,Female,San Antonio
988,37,Female,San Jose
989,30,Female,Los Angeles
990,45,Male,Houston
991,65,Male,Columbus
992,46,Female,Austin
993,30,Female,San Antonio
994,63,Female,Austin
995,52,Male,Dallas
996,78,Female,Austin
997,23,Female,Philadelphia
998,35,Female,Jacksonville
999,68,Male,Indianapolis
1000,22,Female,Austin
1001,64,Female,Philadelphia
1002,42,Female,Philadelphia
1003,19,Female,Dallas
1004,27,Female,San Francisco
1005,73,Female,San Jose
1006,47,Male,Columbus
1007,67,Female,Columbus
1008,76,Male,San Diego
1009,62,Male,San Diego
1010,22,Female,New York
1011,72,Male,Los Angeles
1012,73,Male,Columbus
1013,50,Male,Columbus
1014,71,Male,Austin
1015,18,Female,Philadelphia
1016,35,Female,San Diego
1017,49,Female,Dallas
1018,64,Male,Austin
1019,66,Male,San Diego
1020,28,Female,Los Angeles
1021,38,Male,Philadelphia
1022,43,Female,Indianapolis
1023,80,Female,Philadelphia
1024,42,Male,New York
1025,39,Female,Philadelphia
1026,76,Male,Dallas
1027,44,Female,San Francisco
1028,66,Male,Los Angeles
1029,30,Male,Philadelphia
1030,50,Female,San Francisco
1031,51,Male,San Diego
1032,58,Female,Austin
1033,52,Female,New York
1034,80,Male,Los Angeles
1035,18,Male,San Diego
1036,38,Male,Austin
1037,65,Male,San Diego
1038,72,Male,Columbus
1039,23,Female,Columbus
1040,45,Male,New York
1041,34,Male,Philadelphia
1042,22,Male,Jacksonville
1043,48,Female,San Diego
1044,22,Female,New York
1045,55,Female,Los Angeles
1046,20,Male,Columbus
1047,70,Male,Phoenix
1048,40,Male,Phoenix
1049,54,Male,San Jose
1050,70,Female,Houston
1051,54,Female,Houston
1052,27,Male,San Diego
1053,27,Female,Austin
1054,36,Female,Austin
1055,34,Female,Philadelphia
1056,38,Male,New York
1057,31,Male,Columbus
1058,26,Male,Austin
1059,63,Male,Houston
1060,18,Male,Houston
1061,68,Female,San Diego
1062,62,Male,San Francisco
1063,30,Female,Austin
1064,21,Female,Columbus
1065,79,Male,Los Angeles
1066,18,Male,Los Angeles
1067,66,Female,Jacksonville
1068,57,Female,Jacksonville
1069,49,Female,San Antonio
1070,51,Female,San Francisco
1071,45,Female,Indianapolis
1072,48,Female,Indianapolis
1073,25,Male,Los Angeles
1074,56,Female,Phoenix
1075,43,Female,Indianapolis
1076,75,Male,Phoenix
1077,51,Male,Indianapolis
1078,71,Female,Chicago
1079,71,Female,New York
1080,20,Male,Chicago
1081,76,Female,San Diego
1082,67,Female,San Diego
1083,29,Female,Houston
1084,18,Female,Austin
1085,71,Female,San Jose
1086,61,Male,New York
1087,22,Male,Houston
1088,47,Male,Dallas
1089,47,Male,Indianapolis
1090,76,Male,Indianapolis
1091,74,Male,San Francisco
1092,34,Female,San Jose
1093,65,Male,San Francisco
1094,80,Female,San Diego
1095,64,Male,Chicago
1096,40,Male,Los Angeles
1097,32,Male,Houston
1098,54,Male,Houston
1099,38,Male,Austin
1100,31,Male,Chicago
1101,19,Female,Houston
1102,28,Male,Houston
1103,68,Male,Phoenix
1104,56,Male,New York
1105,55,Female,San Francisco
1106,77,Male,Indianapolis
1107,51,Male,San Antonio
1108,55,Male,San Diego
