customer_id,churn
1398,Yes
1399,No
1400,Yes
1401,Yes
1402,No
1403,No
1404,No
1405,No
1406,No
1407,No
1408,Yes
1409,No
1410,No
1411,No
1412,Yes
1413,No
1414,No
1415,No
1416,No
1417,Yes
1418,No
1419,No
1420,Yes
1421,Yes
1422,No
1423,No
1424,No
1425,Yes
1426,Yes
1427,No
1428,No
1429,Yes
1430,No
1431,No
1432,No
1433,No
1434,No
1435,No
1436,No
1437,No
1438,Yes
1439,No
1440,No
1441,No
1442,Yes
1443,No
1444,No
1445,No
1446,No
1447,No
1448,Yes
1449,No
1450,No
1451,No
1452,No
1453,No
1454,Yes
1455,No
1456,Yes
1457,No
1458,No
1459,No
1460,No
1461,No
1462,Yes
1463,No
1464,Yes
1465,No
1466,No
1467,No
1468,No
1469,No
1470,No
1471,Yes
1472,No
1473,No
1474,Yes
1475,No
1476,Yes
1477,Yes
1478,Yes
1479,No
1480,No
1481,No
1482,No
1483,Yes
1484,Yes
1485,No
1486,No
1487,Yes
1488,No
1489,No
1490,No
1491,No
1492,No
1493,No
1494,No
1495,No
1496,Yes
1497,No
1498,Yes
1499,No
1500,No
1501,No
1502,No
1503,Yes
1504,No
1505,No
1506,Yes
1507,No
1508,Yes
1509,No
1510,Yes
1511,No
1512,No
1513,No
1514,Yes
1515,No
1516,No
1517,No
1518,No
1519,No
1520,No
1521,Yes
1522,No
1523,No
1524,No
1525,No
1526,No
1527,No
1528,No
1529,No
1530,Yes
1531,No
1532,Yes
1533,No
1534,Yes
1535,Yes
1536,No
1537,No
1538,No
1539,No
1540,No
1541,No
1542,No
1543,No
1544,No
1545,Yes
1546,No
1547,Yes
1548,No
1549,No
1550,No
1551,Yes
1552,Yes
1553,Yes
1554,No
1555,Yes
1556,No
1557,No
1558,No
1559,No
1560,No
1561,Yes
1562,No
1563,No
1564,Yes
1565,No
1566,No
1567,No
1568,No
1569,No
1570,Yes
1571,No
1572,No
1573,Yes
1574,No
1575,No
1576,No
1577,No
1578,No
1579,Yes
1580,Yes
1581,No
1582,No
1583,No
1584,No
1585,No
1586,No
1587,No
1588,No
1589,No
1590,No
1591,No
1592,No
1593,No
1594,No
1595,Yes
1596,No
1597,No
1598,Yes
1599,Yes
1600,Yes
1601,No
1602,No
1603,Yes
1604,No
1605,No
1606,No
1607,Yes
1608,No
1609,No
1610,No
1611,No
1612,Yes
1613,No
1614,No
1615,Yes
1616,No
1617,No
1618,Yes
1619,No
1620,No
1621,No
1622,Yes
1623,No
1624,No
1625,Yes
1626,No
1627,Yes
1628,No
1629,No
1630,Yes
1631,No
1632,Yes
1633,No
1634,No
1635,No
1636,No
1637,No
1638,Yes
1639,No
1640,No
1641,No
1642,No
1643,No
1644,No
1645,No
1646,No
1647,No
1648,No
1649,No
1650,Yes
1651,No
1652,Yes
1653,No
1654,No
1655,Yes
1656,No
1657,No
1658,Yes
1659,No
1660,No
1661,No
1662,No
1663,No
1664,No
1665,No
1666,Yes
1667,No
1668,No
1669,Yes
1670,No
1671,No
1672,Yes
1673,No
1674,No
1675,Yes
1676,No
1677,No
1678,Yes
1679,Yes
1680,No
1681,Yes
1682,No
1683,No
1684,No
1685,Yes
1686,No
1687,No
1688,No
1689,No
1690,No
1691,No
1692,No
1693,No
1694,Yes
1695,Yes
1696,No
1697,No
1698,No
1699,Yes
1700,No
1701,No
1702,No
1703,No
1704,Yes
1705,No
1706,Yes
1707,No
1708,No
1709,Yes
1710,Yes
1711,No
1712,No
1713,No
1714,No
1715,No
1716,Yes
1717,No
1718,No
1719,No
1720,No
1721,No
1722,No
1723,Yes
1724,No
1725,Yes
1726,No
1727,No
1728,No
1729,Yes
1730,Yes
1731,Yes
1732,No
1733,Yes
1734,No
1735,No
1736,No
1737,No
1738,Yes
1739,No
1740,No
1741,Yes
1742,Yes
1743,No
1744,No
1745,Yes
1746,Yes
1747,No
1748,Yes
1749,No
1750,No
1751,No
1752,Yes
1753,No
1754,No
1755,No
1756,Yes
1757,Yes
1758,Yes
1759,No
1760,No
1761,No
1762,No
1763,No
1764,No
1765,No
1766,No
1767,Yes
1768,Yes
1769,Yes
1770,No
1771,No
1772,No
1773,No
1774,No
1775,No
1776,No
1777,No
1778,Yes
1779,No
1780,No
1781,Yes
1782,No
1783,No
1784,Yes
1785,No
1786,No
1787,No
1788,No
1789,No
1790,No
1791,No
1792,No
1793,No
1794,No
1795,Yes
1796,Yes
1797,No
1798,No
1799,No
1800,No
1801,No
1802,No
1803,No
1804,No
1805,No
1806,Yes
1807,No
1808,Yes
1809,Yes
1810,No
1811,No
1812,No
1813,No
1814,Yes
1815,No
1816,No
1817,No
1818,No
1819,No
1820,No
1821,Yes
1822,Yes
1823,No
1824,No
1825,No
1826,Yes
1827,No
1828,No
1829,No
1830,No
1831,Yes
1832,No
1833,No
1834,No
1835,No
1836,Yes
1837,No
1838,No
1839,No
1840,No
1841,Yes
1842,No
1843,No
1844,No
1845,No
1846,No
1847,No
1848,Yes
1849,Yes
1850,No
1851,No
1852,Yes
1853,No
1854,No
1855,No
1856,No
1857,No
1858,No
1859,No
1860,No
1861,No
1862,No
1863,Yes
1864,No
1865,No
1866,No
1867,Yes
1868,No
1869,No
1870,No
1871,No
1872,No
1873,No
1874,No
1875,No
1876,No
1877,No
1878,No
1879,Yes
1880,No
1881,No
1882,No
1883,Yes
1884,No
1885,No
1886,No
1887,No
1888,No
1889,No
1890,No
1891,No
1892,Yes
1893,Yes
1894,No
1895,No
1896,No
1897,Yes
1898,No
1899,No
1900,No
1901,No
1902,Yes
1903,No
1904,No
1905,No
1906,No
1907,Yes
1908,No
1909,Yes
1910,No
1911,Yes
1912,No
1913,No
1914,No
1915,No
1916,No
1917,No
1918,No
1919,No
1920,No
1921,No
1922,No
1923,Yes
1924,No
1925,No
1926,Yes
1927,No
1928,No
1929,No
1930,No
1931,No
1932,Yes
1933,No
1934,No
1935,No
1936,No
1937,No
1938,No
1939,No
1940,No
1941,No
1942,No
1943,No
1944,No
1945,No
1946,Yes
1947,No
1948,No
1949,No
1950,No
1951,No
1952,No
1953,No
1954,No
1955,No
1956,No
1957,Yes
1958,No
1959,Yes
1960,Yes
1961,No
1962,Yes
1963,No
1964,No
1965,Yes
1966,No
1967,No
1968,No
1969,Yes
1970,No
1971,Yes
1972,Yes
1973,No
1974,No
1975,No
1976,No
1977,No
1978,No
1979,No
1980,No
1981,No
1982,No
1983,No
1984,No
1985,No
1986,Yes
1987,No
1988,No
1989,No
1990,No
1991,Yes
1992,Yes
1993,Yes
1994,No
1995,No
1996,No
1997,No
1998,Yes
1999,No
2000,No
2001,No
2002,No
2003,No
2004,Yes
2005,No
2006,Yes
2007,No
2008,No
2009,Yes
2010,No
2011,Yes
2012,No
2013,Yes
2014,No
2015,No
2016,No
2017,Yes
2018,No
2019,Yes
2020,No
2021,No
2022,Yes
2023,Yes
2024,No
2025,No
2026,Yes
2027,No
2028,Yes
2029,No
2030,No
2031,No
2032,No
2033,No
2034,No
2035,No
2036,No
2037,No
2038,No
2039,No
2040,Yes
2041,No
2042,No
2043,No
2044,No
2045,No
2046,No
2047,No
2048,No
2049,No
2050,No
2051,No
2052,Yes
2053,No
2054,Yes
2055,Yes
2056,Yes
2057,No
2058,Yes
2059,No
2060,No
2061,Yes
2062,No
2063,Yes
2064,No
2065,Yes
2066,No
2067,Yes
2068,No
2069,No
2070,Yes
2071,No
2072,No
2073,No
2074,No
2075,No
2076,No
2077,Yes
2078,No
2079,Yes
2080,No
2081,No
2082,Yes
2083,No
2084,Yes
2085,Yes
2086,Yes
2087,No
2088,No
2089,No
2090,No
2091,No
2092,No
2093,No
2094,Yes
2095,No
2096,No
2097,Yes
2098,No
2099,Yes
2100,No
2101,No
2102,No
2103,Yes
2104,No
2105,No
2106,No
2107,No
2108,No
2109,No
2110,Yes
2111,No
2112,Yes
2113,No
2114,No
2115,No
2116,Yes
2117,Yes
2118,Yes
2119,No
2120,No
2121,No
2122,Yes
2123,No
2124,No
2125,Yes
2126,No
2127,Yes
2128,Yes
2129,No
2130,No
2131,No
2132,No
2133,Yes
2134,No
2135,No
2136,No
2137,Yes
2138,No
2139,No
2140,Yes
2141,Yes
2142,Yes
2143,No
2144,No
2145,Yes
2146,No
2147,No
2148,No
2149,No
2150,No
2151,Yes
2152,No
2153,No
2154,No
2155,No
2156,No
2157,No
2158,No
2159,No
2160,No
2161,No
2162,No
2163,No
2164,No
2165,No
2166,Yes
2167,No
2168,Yes
2169,No
2170,No
2171,No
2172,No
2173,Yes
2174,Yes
2175,No
2176,No
2177,No
2178,No
2179,Yes
2180,No
2181,No
2182,No
2183,Yes
2184,No
2185,No
2186,Yes
2187,No
2188,No
2189,Yes
2190,Yes
2191,No
2192,Yes
2193,No
2194,No
2195,No
2196,No
2197,No
2198,No
2199,Yes
2200,No
2201,No
2202,Yes
2203,No
2204,No
2205,No
2206,Yes
2207,No
2208,No
2209,No
2210,No
2211,No
2212,Yes
2213,No
2214,No
2215,No
2216,No
2217,No
2218,No
2219,No
2220,No
2221,Yes
2222,No
2223,No
2224,Yes
2225,Yes
2226,No
2227,No
2228,No
2229,No
2230,Yes
2231,Yes
2232,No
2233,No
2234,No
2235,No
2236,No
2237,No
2238,No
2239,No
2240,No
2241,Yes
2242,No
2243,No
2244,Yes
2245,No
2246,Yes
2247,Yes
2248,No
2249,No
2250,No
2251,Yes
2252,Yes
2253,Yes
2254,No
2255,No
2256,No
2257,No
2258,No
2259,No
2260,No
2261,No
2262,No
2263,No
2264,No
2265,Yes
2266,No
2267,No
2268,No
2269,No
2270,No
2271,Yes
2272,No
2273,Yes
2274,No
2275,No
2276,No
2277,No
2278,No
2279,Yes
2280,Yes
2281,No
2282,No
2283,No
2284,No
2285,No
2286,No
2287,No
2288,No
2289,No
2290,Yes
2291,No
2292,Yes
2293,No
2294,No
2295,Yes
2296,No
2297,Yes
2298,Yes
2299,Yes
2300,Yes
2301,No
2302,No
2303,No
2304,No
2305,Yes
2306,No
2307,Yes
2308,No
2309,Yes
2310,No
2311,No
2312,Yes
2313,Yes
2314,No
2315,No
2316,No
2317,No
2318,Yes
2319,No
2320,No
2321,No
2322,No
2323,No
2324,No
2325,No
2326,Yes
2327,No
2328,Yes
2329,Yes
2330,No
2331,No
2332,No
2333,No
2334,No
2335,No
2336,No
2337,No
2338,No
2339,No
2340,No
2341,No
2342,No
2343,Yes
2344,No
2345,Yes
2346,No
2347,No
2348,Yes
2349,No
2350,Yes
2351,No
2352,No
2353,No
2354,No
2355,No
2356,Yes
2357,No
2358,Yes
2359,No
2360,No
2361,Yes
2362,No
2363,No
2364,No
2365,Yes
2366,No
2367,No
2368,No
2369,No
2370,No
2371,No
2372,No
2373,No
2374,Yes
2375,No
2376,Yes
2377,Yes
2378,No
2379,No
2380,Yes
2381,No
2382,Yes
2383,No
2384,No
2385,No
2386,No
2387,Yes
2388,No
2389,No
2390,No
2391,No
2392,No
2393,Yes
2394,Yes
2395,No
2396,No
2397,Yes
2398,Yes
2399,No
2400,No
2401,No
2402,Yes
2403,No
2404,No
2405,Yes
2406,No
2407,No
2408,No
2409,Yes
2410,No
2411,Yes
2412,No
2413,No
2414,No
2415,Yes
2416,No
2417,No
2418,No
2419,No
2420,Yes
2421,Yes
2422,No
2423,Yes
2424,Yes
2425,No
2426,No
2427,No
2428,No
2429,Yes
2430,No
2431,No
2432,No
2433,No
2434,No
2435,No
2436,No
2437,No
2438,No
2439,No
2440,No
2441,Yes
2442,No
2443,No
2444,No
2445,No
2446,No
2447,No
2448,No
2449,No
2450,No
2451,No
2452,No
2453,Yes
2454,No
2455,No
2456,Yes
2457,No
2458,No
2459,No
2460,Yes
2461,No
2462,No
2463,No
2464,No
2465,No
2466,Yes
2467,No
2468,Yes
2469,Yes
2470,Yes
2471,Yes
2472,No
2473,No
2474,No
2475,No
2476,No
2477,No
2478,Yes
2479,No
2480,Yes
2481,No
2482,No
2483,No
2484,No
2485,No
2486,No
2487,No
2488,No
2489,Yes
2490,No
2491,No
2492,Yes
2493,No
2494,Yes
2495,Yes
2496,No
2497,No
2498,Yes
2499,No
2500,Yes
2501,Yes
2502,Yes
2503,Yes
2504,No
2505,No
2506,No
2507,Yes
2508,No
2509,No
2510,Yes
2511,No
2512,Yes
2513,No
2514,No
2515,Yes
2516,No
2517,No
2518,No
2519,No
2520,No
2521,No
2522,Yes
2523,No
2524,Yes
2525,No
2526,Yes
2527,No
2528,Yes
2529,Yes
2530,No
2531,No
2532,No
2533,No
2534,Yes
2535,Yes
2536,No
2537,No
2538,No
2539,No
2540,Yes
2541,Yes
2542,No
2543,No
2544,Yes
2545,No
2546,No
2547,No
2548,No
2549,No
2550,No
2551,No
2552,Yes
2553,Yes
2554,No
2555,Yes
2556,No
2557,No
2558,No
2559,No
2560,Yes
2561,Yes
2562,No
2563,Yes
2564,Yes
2565,No
2566,No
2567,Yes
2568,No
2569,No
2570,No
2571,No
2572,No
2573,Yes
2574,No
2575,Yes
2576,No
2577,No
2578,No
2579,No
2580,No
2581,No
2582,Yes
2583,Yes
2584,Yes
2585,No
2586,No
2587,Yes
2588,No
2589,No
2590,No
2591,No
2592,Yes
2593,No
2594,No
2595,Yes
2596,No
2597,Yes
2598,Yes
2599,No
2600,Yes
2601,No
2602,Yes
2603,Yes
2604,No
2605,No
2606,No
2607,No
2608,No
2609,No
2610,No
2611,No
2612,No
2613,No
2614,No
2615,Yes
2616,No
2617,Yes
2618,Yes
2619,Yes
2620,Yes
2621,No
2622,No
2623,Yes
2624,No
2625,No
2626,Yes
2627,No
2628,No
2629,No
2630,Yes
2631,Yes
2632,No
2633,Yes
2634,No
2635,No
2636,No
2637,No
2638,No
2639,No
2640,No
2641,Yes
2642,No
2643,No
2644,No
2645,No
2646,No
2647,No
2648,No
2649,No
2650,Yes
2651,Yes
2652,No
2653,No
2654,No
2655,No
2656,Yes
2657,No
2658,No
2659,No
2660,Yes
2661,No
2662,No
2663,Yes
2664,No
2665,Yes
2666,Yes
2667,No
2668,Yes
2669,Yes
2670,No
2671,Yes
2672,No
2673,No
2674,No
2675,No
2676,No
2677,No
2678,No
2679,Yes
2680,No
2681,No
2682,No
2683,Yes
2684,Yes
2685,No
2686,Yes
2687,No
2688,No
2689,No
2690,No
2691,No
2692,Yes
2693,Yes
2694,No
