customerid,billmonth,monthlycharge,avgspending3months
37,2026-05-01,120.32,120.3200000000000000
37,2026-06-01,120.32,120.3200000000000000
37,2026-07-01,120.32,120.3200000000000000
38,2026-05-01,52.67,52.6700000000000000
38,2026-06-01,52.67,52.6700000000000000
38,2026-07-01,52.67,52.6700000000000000
39,2026-05-01,73.55,73.5500000000000000
39,2026-06-01,73.55,73.5500000000000000
39,2026-07-01,73.55,73.5500000000000000
40,2026-05-01,95.20,95.2000000000000000
40,2026-06-01,95.20,95.2000000000000000
40,2026-07-01,95.20,95.2000000000000000
41,2026-05-01,35.06,35.0600000000000000
41,2026-06-01,35.06,35.0600000000000000
41,2026-07-01,35.06,35.0600000000000000
42,2026-05-01,26.86,26.8600000000000000
42,2026-06-01,26.86,26.8600000000000000
42,2026-07-01,26.86,26.8600000000000000
43,2026-05-01,35.64,35.6400000000000000
43,2026-06-01,35.64,35.6400000000000000
43,2026-07-01,35.64,35.6400000000000000
44,2026-05-01,90.84,90.8400000000000000
44,2026-06-01,90.84,90.8400000000000000
44,2026-07-01,90.84,90.8400000000000000
45,2026-05-01,61.35,61.3500000000000000
45,2026-06-01,61.35,61.3500000000000000
45,2026-07-01,61.35,61.3500000000000000
46,2026-05-01,66.04,66.0400000000000000
46,2026-06-01,66.04,66.0400000000000000
46,2026-07-01,66.04,66.0400000000000000
47,2026-05-01,137.67,137.6700000000000000
47,2026-06-01,137.67,137.6700000000000000
47,2026-07-01,137.67,137.6700000000000000
48,2026-05-01,21.41,21.4100000000000000
48,2026-06-01,21.41,21.4100000000000000
48,2026-07-01,21.41,21.4100000000000000
49,2026-05-01,127.57,127.5700000000000000
49,2026-06-01,127.57,127.5700000000000000
49,2026-07-01,127.57,127.5700000000000000
50,2026-05-01,26.49,26.4900000000000000
50,2026-06-01,26.49,26.4900000000000000
50,2026-07-01,26.49,26.4900000000000000
51,2026-05-01,21.04,21.0400000000000000
51,2026-06-01,21.04,21.0400000000000000
51,2026-07-01,21.04,21.0400000000000000
52,2026-05-01,40.22,40.2200000000000000
52,2026-06-01,40.22,40.2200000000000000
52,2026-07-01,40.22,40.2200000000000000
53,2026-05-01,60.56,60.5600000000000000
53,2026-06-01,60.56,60.5600000000000000
53,2026-07-01,60.56,60.5600000000000000
54,2026-05-01,35.77,35.7700000000000000
54,2026-06-01,35.77,35.7700000000000000
54,2026-07-01,35.77,35.7700000000000000
55,2026-05-01,122.67,122.6700000000000000
55,2026-06-01,122.67,122.6700000000000000
55,2026-07-01,122.67,122.6700000000000000
56,2026-05-01,72.80,72.8000000000000000
56,2026-06-01,72.80,72.8000000000000000
56,2026-07-01,72.80,72.8000000000000000
57,2026-05-01,30.40,30.4000000000000000
57,2026-06-01,30.40,30.4000000000000000
57,2026-07-01,30.40,30.4000000000000000
58,2026-05-01,78.14,78.1400000000000000
58,2026-06-01,78.14,78.1400000000000000
58,2026-07-01,78.14,78.1400000000000000
59,2026-05-01,62.82,62.8200000000000000
59,2026-06-01,62.82,62.8200000000000000
59,2026-07-01,62.82,62.8200000000000000
60,2026-05-01,26.52,26.5200000000000000
60,2026-06-01,26.52,26.5200000000000000
60,2026-07-01,26.52,26.5200000000000000
61,2026-05-01,52.02,52.0200000000000000
61,2026-06-01,52.02,52.0200000000000000
61,2026-07-01,52.02,52.0200000000000000
62,2026-05-01,137.66,137.6600000000000000
62,2026-06-01,137.66,137.6600000000000000
62,2026-07-01,137.66,137.6600000000000000
63,2026-05-01,76.37,76.3700000000000000
63,2026-06-01,76.37,76.3700000000000000
63,2026-07-01,76.37,76.3700000000000000
64,2026-05-01,40.47,40.4700000000000000
64,2026-06-01,40.47,40.4700000000000000
64,2026-07-01,40.47,40.4700000000000000
65,2026-05-01,52.96,52.9600000000000000
65,2026-06-01,52.96,52.9600000000000000
65,2026-07-01,52.96,52.9600000000000000
66,2026-05-01,41.78,41.7800000000000000
66,2026-06-01,41.78,41.7800000000000000
66,2026-07-01,41.78,41.7800000000000000
67,2026-05-01,40.84,40.8400000000000000
67,2026-06-01,40.84,40.8400000000000000
67,2026-07-01,40.84,40.8400000000000000
68,2026-05-01,29.56,29.5600000000000000
68,2026-06-01,29.56,29.5600000000000000
68,2026-07-01,29.56,29.5600000000000000
69,2026-05-01,27.37,27.3700000000000000
69,2026-06-01,27.37,27.3700000000000000
69,2026-07-01,27.37,27.3700000000000000
70,2026-05-01,31.05,31.0500000000000000
70,2026-06-01,31.05,31.0500000000000000
70,2026-07-01,31.05,31.0500000000000000
71,2026-05-01,33.60,33.6000000000000000
71,2026-06-01,33.60,33.6000000000000000
71,2026-07-01,33.60,33.6000000000000000
72,2026-05-01,33.71,33.7100000000000000
72,2026-06-01,33.71,33.7100000000000000
72,2026-07-01,33.71,33.7100000000000000
73,2026-05-01,135.07,135.0700000000000000
73,2026-06-01,135.07,135.0700000000000000
73,2026-07-01,135.07,135.0700000000000000
74,2026-05-01,26.37,26.3700000000000000
74,2026-06-01,26.37,26.3700000000000000
74,2026-07-01,26.37,26.3700000000000000
75,2026-05-01,122.07,122.0700000000000000
75,2026-06-01,122.07,122.0700000000000000
75,2026-07-01,122.07,122.0700000000000000
76,2026-05-01,55.12,55.1200000000000000
76,2026-06-01,55.12,55.1200000000000000
76,2026-07-01,55.12,55.1200000000000000
77,2026-05-01,35.94,35.9400000000000000
77,2026-06-01,35.94,35.9400000000000000
77,2026-07-01,35.94,35.9400000000000000
78,2026-05-01,60.51,60.5100000000000000
78,2026-06-01,60.51,60.5100000000000000
78,2026-07-01,60.51,60.5100000000000000
79,2026-05-01,90.49,90.4900000000000000
79,2026-06-01,90.49,90.4900000000000000
79,2026-07-01,90.49,90.4900000000000000
80,2026-05-01,62.23,62.2300000000000000
80,2026-06-01,62.23,62.2300000000000000
80,2026-07-01,62.23,62.2300000000000000
81,2026-05-01,73.02,73.0200000000000000
81,2026-06-01,73.02,73.0200000000000000
81,2026-07-01,73.02,73.0200000000000000
82,2026-05-01,26.29,26.2900000000000000
82,2026-06-01,26.29,26.2900000000000000
82,2026-07-01,26.29,26.2900000000000000
83,2026-05-01,94.37,94.3700000000000000
83,2026-06-01,94.37,94.3700000000000000
83,2026-07-01,94.37,94.3700000000000000
84,2026-05-01,32.05,32.0500000000000000
84,2026-06-01,32.05,32.0500000000000000
84,2026-07-01,32.05,32.0500000000000000
85,2026-05-01,131.69,131.6900000000000000
85,2026-06-01,131.69,131.6900000000000000
85,2026-07-01,131.69,131.6900000000000000
86,2026-05-01,21.90,21.9000000000000000
86,2026-06-01,21.90,21.9000000000000000
86,2026-07-01,21.90,21.9000000000000000
87,2026-05-01,24.28,24.2800000000000000
87,2026-06-01,24.28,24.2800000000000000
87,2026-07-01,24.28,24.2800000000000000
88,2026-05-01,70.99,70.9900000000000000
88,2026-06-01,70.99,70.9900000000000000
88,2026-07-01,70.99,70.9900000000000000
89,2026-05-01,30.04,30.0400000000000000
89,2026-06-01,30.04,30.0400000000000000
89,2026-07-01,30.04,30.0400000000000000
90,2026-05-01,124.33,124.3300000000000000
90,2026-06-01,124.33,124.3300000000000000
90,2026-07-01,124.33,124.3300000000000000
91,2026-05-01,50.64,50.6400000000000000
91,2026-06-01,50.64,50.6400000000000000
91,2026-07-01,50.64,50.6400000000000000
92,2026-05-01,55.89,55.8900000000000000
92,2026-06-01,55.89,55.8900000000000000
92,2026-07-01,55.89,55.8900000000000000
93,2026-05-01,66.57,66.5700000000000000
93,2026-06-01,66.57,66.5700000000000000
93,2026-07-01,66.57,66.5700000000000000
94,2026-05-01,75.33,75.3300000000000000
94,2026-06-01,75.33,75.3300000000000000
94,2026-07-01,75.33,75.3300000000000000
95,2026-05-01,121.41,121.4100000000000000
95,2026-06-01,121.41,121.4100000000000000
95,2026-07-01,121.41,121.4100000000000000
96,2026-05-01,83.54,83.5400000000000000
96,2026-06-01,83.54,83.5400000000000000
96,2026-07-01,83.54,83.5400000000000000
97,2026-05-01,110.69,110.6900000000000000
97,2026-06-01,110.69,110.6900000000000000
97,2026-07-01,110.69,110.6900000000000000
98,2026-05-01,57.07,57.0700000000000000
98,2026-06-01,57.07,57.0700000000000000
98,2026-07-01,57.07,57.0700000000000000
99,2026-05-01,81.54,81.5400000000000000
99,2026-06-01,81.54,81.5400000000000000
99,2026-07-01,81.54,81.5400000000000000
100,2026-05-01,43.90,43.9000000000000000
100,2026-06-01,43.90,43.9000000000000000
100,2026-07-01,43.90,43.9000000000000000
101,2026-05-01,141.63,141.6300000000000000
101,2026-06-01,141.63,141.6300000000000000
101,2026-07-01,141.63,141.6300000000000000
102,2026-05-01,25.39,25.3900000000000000
102,2026-06-01,25.39,25.3900000000000000
102,2026-07-01,25.39,25.3900000000000000
103,2026-05-01,71.67,71.6700000000000000
103,2026-06-01,71.67,71.6700000000000000
103,2026-07-01,71.67,71.6700000000000000
104,2026-05-01,75.16,75.1600000000000000
104,2026-06-01,75.16,75.1600000000000000
104,2026-07-01,75.16,75.1600000000000000
105,2026-05-01,21.99,21.9900000000000000
105,2026-06-01,21.99,21.9900000000000000
105,2026-07-01,21.99,21.9900000000000000
106,2026-05-01,40.31,40.3100000000000000
106,2026-06-01,40.31,40.3100000000000000
106,2026-07-01,40.31,40.3100000000000000
107,2026-05-01,82.83,82.8300000000000000
107,2026-06-01,82.83,82.8300000000000000
107,2026-07-01,82.83,82.8300000000000000
108,2026-05-01,61.19,61.1900000000000000
108,2026-06-01,61.19,61.1900000000000000
108,2026-07-01,61.19,61.1900000000000000
109,2026-05-01,142.54,142.5400000000000000
109,2026-06-01,142.54,142.5400000000000000
109,2026-07-01,142.54,142.5400000000000000
110,2026-05-01,147.68,147.6800000000000000
110,2026-06-01,147.68,147.6800000000000000
110,2026-07-01,147.68,147.6800000000000000
111,2026-05-01,24.09,24.0900000000000000
111,2026-06-01,24.09,24.0900000000000000
111,2026-07-01,24.09,24.0900000000000000
112,2026-05-01,52.27,52.2700000000000000
112,2026-06-01,52.27,52.2700000000000000
112,2026-07-01,52.27,52.2700000000000000
113,2026-05-01,22.25,22.2500000000000000
113,2026-06-01,22.25,22.2500000000000000
113,2026-07-01,22.25,22.2500000000000000
114,2026-05-01,34.49,34.4900000000000000
114,2026-06-01,34.49,34.4900000000000000
114,2026-07-01,34.49,34.4900000000000000
115,2026-05-01,20.81,20.8100000000000000
115,2026-06-01,20.81,20.8100000000000000
115,2026-07-01,20.81,20.8100000000000000
116,2026-05-01,37.62,37.6200000000000000
116,2026-06-01,37.62,37.6200000000000000
116,2026-07-01,37.62,37.6200000000000000
117,2026-05-01,77.01,77.0100000000000000
117,2026-06-01,77.01,77.0100000000000000
117,2026-07-01,77.01,77.0100000000000000
118,2026-05-01,26.02,26.0200000000000000
118,2026-06-01,26.02,26.0200000000000000
118,2026-07-01,26.02,26.0200000000000000
119,2026-05-01,66.57,66.5700000000000000
119,2026-06-01,66.57,66.5700000000000000
119,2026-07-01,66.57,66.5700000000000000
120,2026-05-01,54.67,54.6700000000000000
120,2026-06-01,54.67,54.6700000000000000
120,2026-07-01,54.67,54.6700000000000000
121,2026-05-01,42.70,42.7000000000000000
121,2026-06-01,42.70,42.7000000000000000
121,2026-07-01,42.70,42.7000000000000000
122,2026-05-01,42.62,42.6200000000000000
122,2026-06-01,42.62,42.6200000000000000
122,2026-07-01,42.62,42.6200000000000000
123,2026-05-01,36.46,36.4600000000000000
123,2026-06-01,36.46,36.4600000000000000
123,2026-07-01,36.46,36.4600000000000000
124,2026-05-01,23.36,23.3600000000000000
124,2026-06-01,23.36,23.3600000000000000
124,2026-07-01,23.36,23.3600000000000000
125,2026-05-01,52.82,52.8200000000000000
125,2026-06-01,52.82,52.8200000000000000
125,2026-07-01,52.82,52.8200000000000000
126,2026-05-01,106.88,106.8800000000000000
126,2026-06-01,106.88,106.8800000000000000
126,2026-07-01,106.88,106.8800000000000000
127,2026-05-01,79.36,79.3600000000000000
127,2026-06-01,79.36,79.3600000000000000
127,2026-07-01,79.36,79.3600000000000000
128,2026-05-01,128.89,128.8900000000000000
128,2026-06-01,128.89,128.8900000000000000
128,2026-07-01,128.89,128.8900000000000000
129,2026-05-01,68.36,68.3600000000000000
129,2026-06-01,68.36,68.3600000000000000
129,2026-07-01,68.36,68.3600000000000000
130,2026-05-01,83.39,83.3900000000000000
130,2026-06-01,83.39,83.3900000000000000
130,2026-07-01,83.39,83.3900000000000000
131,2026-05-01,36.64,36.6400000000000000
131,2026-06-01,36.64,36.6400000000000000
131,2026-07-01,36.64,36.6400000000000000
132,2026-05-01,73.76,73.7600000000000000
132,2026-06-01,73.76,73.7600000000000000
132,2026-07-01,73.76,73.7600000000000000
133,2026-05-01,36.06,36.0600000000000000
133,2026-06-01,36.06,36.0600000000000000
133,2026-07-01,36.06,36.0600000000000000
134,2026-05-01,38.14,38.1400000000000000
134,2026-06-01,38.14,38.1400000000000000
134,2026-07-01,38.14,38.1400000000000000
135,2026-05-01,21.23,21.2300000000000000
135,2026-06-01,21.23,21.2300000000000000
135,2026-07-01,21.23,21.2300000000000000
136,2026-05-01,81.93,81.9300000000000000
136,2026-06-01,81.93,81.9300000000000000
136,2026-07-01,81.93,81.9300000000000000
137,2026-05-01,105.26,105.2600000000000000
137,2026-06-01,105.26,105.2600000000000000
137,2026-07-01,105.26,105.2600000000000000
138,2026-05-01,40.54,40.5400000000000000
138,2026-06-01,40.54,40.5400000000000000
138,2026-07-01,40.54,40.5400000000000000
139,2026-05-01,35.26,35.2600000000000000
139,2026-06-01,35.26,35.2600000000000000
139,2026-07-01,35.26,35.2600000000000000
140,2026-05-01,40.98,40.9800000000000000
140,2026-06-01,40.98,40.9800000000000000
140,2026-07-01,40.98,40.9800000000000000
141,2026-05-01,38.49,38.4900000000000000
141,2026-06-01,38.49,38.4900000000000000
141,2026-07-01,38.49,38.4900000000000000
142,2026-05-01,113.16,113.1600000000000000
142,2026-06-01,113.16,113.1600000000000000
142,2026-07-01,113.16,113.1600000000000000
143,2026-05-01,125.70,125.7000000000000000
143,2026-06-01,125.70,125.7000000000000000
143,2026-07-01,125.70,125.7000000000000000
144,2026-05-01,29.01,29.0100000000000000
144,2026-06-01,29.01,29.0100000000000000
144,2026-07-01,29.01,29.0100000000000000
145,2026-05-01,29.43,29.4300000000000000
145,2026-06-01,29.43,29.4300000000000000
145,2026-07-01,29.43,29.4300000000000000
146,2026-05-01,71.27,71.2700000000000000
146,2026-06-01,71.27,71.2700000000000000
146,2026-07-01,71.27,71.2700000000000000
147,2026-05-01,23.98,23.9800000000000000
147,2026-06-01,23.98,23.9800000000000000
147,2026-07-01,23.98,23.9800000000000000
148,2026-05-01,139.40,139.4000000000000000
148,2026-06-01,139.40,139.4000000000000000
148,2026-07-01,139.40,139.4000000000000000
149,2026-05-01,55.88,55.8800000000000000
149,2026-06-01,55.88,55.8800000000000000
149,2026-07-01,55.88,55.8800000000000000
150,2026-05-01,23.82,23.8200000000000000
150,2026-06-01,23.82,23.8200000000000000
150,2026-07-01,23.82,23.8200000000000000
151,2026-05-01,31.33,31.3300000000000000
151,2026-06-01,31.33,31.3300000000000000
151,2026-07-01,31.33,31.3300000000000000
152,2026-05-01,60.66,60.6600000000000000
152,2026-06-01,60.66,60.6600000000000000
152,2026-07-01,60.66,60.6600000000000000
153,2026-05-01,27.08,27.0800000000000000
153,2026-06-01,27.08,27.0800000000000000
153,2026-07-01,27.08,27.0800000000000000
154,2026-05-01,73.98,73.9800000000000000
154,2026-06-01,73.98,73.9800000000000000
154,2026-07-01,73.98,73.9800000000000000
155,2026-05-01,79.73,79.7300000000000000
155,2026-06-01,79.73,79.7300000000000000
155,2026-07-01,79.73,79.7300000000000000
156,2026-05-01,34.48,34.4800000000000000
156,2026-06-01,34.48,34.4800000000000000
156,2026-07-01,34.48,34.4800000000000000
157,2026-05-01,43.78,43.7800000000000000
157,2026-06-01,43.78,43.7800000000000000
157,2026-07-01,43.78,43.7800000000000000
158,2026-05-01,41.96,41.9600000000000000
158,2026-06-01,41.96,41.9600000000000000
158,2026-07-01,41.96,41.9600000000000000
159,2026-05-01,53.67,53.6700000000000000
159,2026-06-01,53.67,53.6700000000000000
159,2026-07-01,53.67,53.6700000000000000
160,2026-05-01,43.51,43.5100000000000000
160,2026-06-01,43.51,43.5100000000000000
160,2026-07-01,43.51,43.5100000000000000
161,2026-05-01,131.10,131.1000000000000000
161,2026-06-01,131.10,131.1000000000000000
161,2026-07-01,131.10,131.1000000000000000
162,2026-05-01,39.38,39.3800000000000000
162,2026-06-01,39.38,39.3800000000000000
162,2026-07-01,39.38,39.3800000000000000
163,2026-05-01,64.97,64.9700000000000000
163,2026-06-01,64.97,64.9700000000000000
163,2026-07-01,64.97,64.9700000000000000
164,2026-05-01,69.16,69.1600000000000000
164,2026-06-01,69.16,69.1600000000000000
164,2026-07-01,69.16,69.1600000000000000
165,2026-05-01,43.04,43.0400000000000000
165,2026-06-01,43.04,43.0400000000000000
165,2026-07-01,43.04,43.0400000000000000
166,2026-05-01,41.84,41.8400000000000000
166,2026-06-01,41.84,41.8400000000000000
166,2026-07-01,41.84,41.8400000000000000
167,2026-05-01,21.09,21.0900000000000000
167,2026-06-01,21.09,21.0900000000000000
167,2026-07-01,21.09,21.0900000000000000
168,2026-05-01,80.79,80.7900000000000000
168,2026-06-01,80.79,80.7900000000000000
168,2026-07-01,80.79,80.7900000000000000
169,2026-05-01,38.73,38.7300000000000000
169,2026-06-01,38.73,38.7300000000000000
169,2026-07-01,38.73,38.7300000000000000
170,2026-05-01,95.72,95.7200000000000000
170,2026-06-01,95.72,95.7200000000000000
170,2026-07-01,95.72,95.7200000000000000
171,2026-05-01,57.65,57.6500000000000000
171,2026-06-01,57.65,57.6500000000000000
171,2026-07-01,57.65,57.6500000000000000
172,2026-05-01,28.99,28.9900000000000000
172,2026-06-01,28.99,28.9900000000000000
172,2026-07-01,28.99,28.9900000000000000
173,2026-05-01,78.12,78.1200000000000000
173,2026-06-01,78.12,78.1200000000000000
173,2026-07-01,78.12,78.1200000000000000
174,2026-05-01,29.52,29.5200000000000000
174,2026-06-01,29.52,29.5200000000000000
174,2026-07-01,29.52,29.5200000000000000
175,2026-05-01,27.85,27.8500000000000000
175,2026-06-01,27.85,27.8500000000000000
175,2026-07-01,27.85,27.8500000000000000
176,2026-05-01,20.47,20.4700000000000000
176,2026-06-01,20.47,20.4700000000000000
176,2026-07-01,20.47,20.4700000000000000
177,2026-05-01,44.70,44.7000000000000000
177,2026-06-01,44.70,44.7000000000000000
177,2026-07-01,44.70,44.7000000000000000
178,2026-05-01,62.63,62.6300000000000000
178,2026-06-01,62.63,62.6300000000000000
178,2026-07-01,62.63,62.6300000000000000
179,2026-05-01,76.28,76.2800000000000000
179,2026-06-01,76.28,76.2800000000000000
179,2026-07-01,76.28,76.2800000000000000
180,2026-05-01,26.77,26.7700000000000000
180,2026-06-01,26.77,26.7700000000000000
180,2026-07-01,26.77,26.7700000000000000
181,2026-05-01,25.98,25.9800000000000000
181,2026-06-01,25.98,25.9800000000000000
181,2026-07-01,25.98,25.9800000000000000
182,2026-05-01,76.14,76.1400000000000000
182,2026-06-01,76.14,76.1400000000000000
182,2026-07-01,76.14,76.1400000000000000
183,2026-05-01,39.17,39.1700000000000000
183,2026-06-01,39.17,39.1700000000000000
183,2026-07-01,39.17,39.1700000000000000
184,2026-05-01,77.61,77.6100000000000000
184,2026-06-01,77.61,77.6100000000000000
184,2026-07-01,77.61,77.6100000000000000
185,2026-05-01,23.54,23.5400000000000000
185,2026-06-01,23.54,23.5400000000000000
185,2026-07-01,23.54,23.5400000000000000
186,2026-05-01,39.60,39.6000000000000000
186,2026-06-01,39.60,39.6000000000000000
186,2026-07-01,39.60,39.6000000000000000
187,2026-05-01,68.43,68.4300000000000000
187,2026-06-01,68.43,68.4300000000000000
187,2026-07-01,68.43,68.4300000000000000
188,2026-05-01,21.45,21.4500000000000000
188,2026-06-01,21.45,21.4500000000000000
188,2026-07-01,21.45,21.4500000000000000
189,2026-05-01,30.19,30.1900000000000000
189,2026-06-01,30.19,30.1900000000000000
189,2026-07-01,30.19,30.1900000000000000
190,2026-05-01,78.42,78.4200000000000000
190,2026-06-01,78.42,78.4200000000000000
190,2026-07-01,78.42,78.4200000000000000
191,2026-05-01,39.79,39.7900000000000000
191,2026-06-01,39.79,39.7900000000000000
191,2026-07-01,39.79,39.7900000000000000
192,2026-05-01,21.72,21.7200000000000000
192,2026-06-01,21.72,21.7200000000000000
192,2026-07-01,21.72,21.7200000000000000
193,2026-05-01,73.53,73.5300000000000000
193,2026-06-01,73.53,73.5300000000000000
193,2026-07-01,73.53,73.5300000000000000
194,2026-05-01,68.59,68.5900000000000000
194,2026-06-01,68.59,68.5900000000000000
194,2026-07-01,68.59,68.5900000000000000
195,2026-05-01,50.51,50.5100000000000000
195,2026-06-01,50.51,50.5100000000000000
195,2026-07-01,50.51,50.5100000000000000
196,2026-05-01,43.21,43.2100000000000000
196,2026-06-01,43.21,43.2100000000000000
196,2026-07-01,43.21,43.2100000000000000
197,2026-05-01,24.90,24.9000000000000000
197,2026-06-01,24.90,24.9000000000000000
197,2026-07-01,24.90,24.9000000000000000
198,2026-05-01,21.34,21.3400000000000000
198,2026-06-01,21.34,21.3400000000000000
198,2026-07-01,21.34,21.3400000000000000
199,2026-05-01,79.64,79.6400000000000000
199,2026-06-01,79.64,79.6400000000000000
199,2026-07-01,79.64,79.6400000000000000
200,2026-05-01,119.34,119.3400000000000000
200,2026-06-01,119.34,119.3400000000000000
200,2026-07-01,119.34,119.3400000000000000
201,2026-05-01,23.22,23.2200000000000000
201,2026-06-01,23.22,23.2200000000000000
201,2026-07-01,23.22,23.2200000000000000
202,2026-05-01,20.98,20.9800000000000000
202,2026-06-01,20.98,20.9800000000000000
202,2026-07-01,20.98,20.9800000000000000
203,2026-05-01,79.23,79.2300000000000000
203,2026-06-01,79.23,79.2300000000000000
203,2026-07-01,79.23,79.2300000000000000
204,2026-05-01,70.71,70.7100000000000000
204,2026-06-01,70.71,70.7100000000000000
204,2026-07-01,70.71,70.7100000000000000
205,2026-05-01,74.61,74.6100000000000000
205,2026-06-01,74.61,74.6100000000000000
205,2026-07-01,74.61,74.6100000000000000
206,2026-05-01,21.22,21.2200000000000000
206,2026-06-01,21.22,21.2200000000000000
206,2026-07-01,21.22,21.2200000000000000
207,2026-05-01,82.43,82.4300000000000000
207,2026-06-01,82.43,82.4300000000000000
207,2026-07-01,82.43,82.4300000000000000
208,2026-05-01,71.77,71.7700000000000000
208,2026-06-01,71.77,71.7700000000000000
208,2026-07-01,71.77,71.7700000000000000
209,2026-05-01,58.83,58.8300000000000000
209,2026-06-01,58.83,58.8300000000000000
209,2026-07-01,58.83,58.8300000000000000
210,2026-05-01,58.98,58.9800000000000000
210,2026-06-01,58.98,58.9800000000000000
210,2026-07-01,58.98,58.9800000000000000
211,2026-05-01,84.22,84.2200000000000000
211,2026-06-01,84.22,84.2200000000000000
211,2026-07-01,84.22,84.2200000000000000
212,2026-05-01,92.03,92.0300000000000000
